# Landmarks of Dereth: the fixed things a player navigates to.
# kind,name,cell,x,y,z   (kind: lifestone, vendor, npc)
# Cells are hex; the x/y/z are local to the cell's landblock.
# Regenerate with reference/scripts/data/landmarks.sh (reads the ACE
# world database, the community's reconstruction of retail's server
# data; the client has no copy of its own).
lifestone,Life Stone,3EC50000,31.7,66,8
lifestone,Life Stone,3ED50000,151.5,158.1,0
lifestone,Life Stone,3F300000,2,187.7,-0.1
lifestone,Life Stone,42160000,83.5,36.2,3.9
lifestone,Life Stone,45460000,133.3,165,19.5
lifestone,Life Stone,47B60000,51.2,44,128.1
lifestone,Life Stone,49B60000,59.6,68.9,239.7
lifestone,Life Stone,49F0001C,76.9,77.1,170
lifestone,Life Stone,4BB60000,93,174.9,237.4
lifestone,Life Stone,4FA70000,53.5,131.7,42
lifestone,Life Stone,4FC30000,111.3,96,0
lifestone,Life Stone,51180000,165.4,133,120
lifestone,Life Stone,52230000,57.7,124,1
lifestone,Life Stone,54180000,111.4,113,68
lifestone,Life Stone,54D70000,54.7,77.1,146.6
lifestone,Life Stone,5AD80000,44,165.2,80.3
lifestone,Life Stone,5B9C0000,119,151.6,14
lifestone,Life Stone,5BB70000,128.3,77,-0.1
lifestone,Life Stone,5C9D0000,51.3,100.5,27
lifestone,Life Stone,5CEA0000,149.8,183.9,-0.4
lifestone,Life Stone,5ED20000,90.2,139.8,25.7
lifestone,Life Stone,64D50000,29.2,99.8,78
lifestone,Life Stone,65D50000,25.4,3.4,73.8
lifestone,Life Stone,68B20000,14.1,75.3,68.3
lifestone,Life Stone,69AB0000,39.9,37.2,240
lifestone,Life Stone,69D70000,157.8,90.5,249.6
lifestone,Life Stone,6AC30000,14.4,9,159.2
lifestone,Life Stone,6BE20000,148.3,92.4,84
lifestone,Life Stone,70110000,19.3,177.8,54.4
lifestone,Life Stone,72020134,120,-160,-6
lifestone,Life Stone,72030134,120,-160,-6
lifestone,Life Stone,72040134,120,-160,-6
lifestone,Life Stone,73020134,120,-160,-6
lifestone,Life Stone,73030134,120,-160,-6
lifestone,Life Stone,759C0000,148.4,146.3,240
lifestone,Life Stone,75B80000,92.2,172.8,128
lifestone,Life Stone,7ACA0000,43.5,27.8,200
lifestone,Life Stone,7B980000,56.4,15,112.7
lifestone,Life Stone,7CD10000,38.4,159.6,165.3
lifestone,Life Stone,7D640000,37.7,105.8,12
lifestone,Life Stone,7D680000,108.1,14.2,10
lifestone,Life Stone,7D910000,155.1,6.8,124
lifestone,Life Stone,7DAE0000,160.5,97.9,139.8
lifestone,Life Stone,7F030134,120,-160,-6
lifestone,Life Stone,7F040134,120,-160,-6
lifestone,Life Stone,80020134,120,-160,-6
lifestone,Life Stone,80030134,120,-160,-6
lifestone,Life Stone,80040134,120,-160,-6
lifestone,Life Stone,80120000,65.7,144.6,-0.1
lifestone,Life Stone,80900000,16.3,140.2,124
lifestone,Life Stone,81640000,19.2,148,24
lifestone,Life Stone,81900000,70,57.6,73.4
lifestone,Life Stone,828E0000,76.3,115.9,124
lifestone,Life Stone,82930000,22.8,44.7,124
lifestone,Life Stone,83580000,174.3,67.1,0
lifestone,Life Stone,83880000,31.5,64.8,86
lifestone,Life Stone,83C00000,51.5,108.4,298
lifestone,Life Stone,846D0000,16.4,117.4,18
lifestone,Life Stone,85880000,64.7,104.4,86
lifestone,Life Stone,86020134,120,-160,-6
lifestone,Life Stone,86030134,120,-160,-6
lifestone,Life Stone,86040134,120,-160,-6
lifestone,Life Stone,86130000,48.6,64.9,262
lifestone,Life Stone,866D0000,30.9,186.2,-0.1
lifestone,Life Stone,866F0000,140,55.6,10
lifestone,Life Stone,87020134,120,-160,-6
lifestone,Life Stone,87030134,120,-160,-6
lifestone,Life Stone,87880000,21.4,91.5,108
lifestone,Life Stone,886D0000,32.4,114.8,26
lifestone,Life Stone,89F40000,15,111.9,6
lifestone,Life Stone,8C040134,120,-160,-6
lifestone,Life Stone,8C440000,141.5,79.4,20.4
lifestone,Life Stone,8C580000,173.7,80.8,30.5
lifestone,Life Stone,8CDD0000,83.7,154,73
lifestone,Life Stone,8D020134,120,-160,-6
lifestone,Life Stone,8D030134,120,-160,-6
lifestone,Life Stone,8D040134,120,-160,-6
lifestone,Life Stone,8E020134,120,-160,-6
lifestone,Life Stone,8FB20000,6,34.9,58
lifestone,Life Stone,8FC60000,108,86.5,54
lifestone,Life Stone,90580000,78.5,56.3,-0.1
lifestone,Life Stone,905C0000,132.5,53.9,25.5
lifestone,Life Stone,90D00000,36.8,89.2,282.9
lifestone,Life Stone,92240000,62.4,105.1,88.8
lifestone,Life Stone,93560000,50.2,150.8,19.3
lifestone,Life Stone,937A0000,65.3,19.8,20
lifestone,Life Stone,937F0000,155.1,115.6,33.5
lifestone,Life Stone,94CB0000,26.4,100.8,166.2
lifestone,Life Stone,95D60000,98.2,99,100
lifestone,Life Stone,96230000,11.6,161.1,95.4
lifestone,Life Stone,96990000,138.6,122.4,224
lifestone,Life Stone,97220000,146,65.8,102
lifestone,Life Stone,977B0000,109.5,128.2,0
lifestone,Life Stone,98230000,154.7,177.8,80.9
lifestone,Life Stone,98780000,49.6,94.7,32.1
lifestone,Life Stone,99200000,175.1,135.9,130
lifestone,Life Stone,9ABF0000,7.2,50.9,66
lifestone,Life Stone,9B7B0000,29.7,104.5,16.5
lifestone,Life Stone,9C430000,74.7,67.3,112.4
lifestone,Life Stone,9C790000,157,175,23.4
lifestone,Life Stone,9DC20000,121.5,90.6,27.9
lifestone,Life Stone,9E440000,106.1,35,34.9
lifestone,Life Stone,9FA40000,164.2,163.1,84.4
lifestone,Life Stone,9FB50000,157.7,85.9,94
lifestone,Life Stone,A02F0000,18.7,150.6,62
lifestone,Life Stone,A0440000,100,54.1,56.7
lifestone,Life Stone,A05F0000,140,11.7,69.4
lifestone,Life Stone,A1610000,140.7,50.9,132
lifestone,Life Stone,A1A40000,5.4,101.3,50
lifestone,Life Stone,A22B0000,155.8,60.1,140.5
lifestone,Life Stone,A2600000,135,54.9,20
lifestone,Life Stone,A3A40000,117.4,103.4,80
lifestone,Life Stone,A3E90000,12,139.5,35.4
lifestone,Life Stone,A45F0000,161.6,69.2,33.5
lifestone,Life Stone,A5B40000,174.1,103.1,46
lifestone,Life Stone,A9160000,96.4,8,144
lifestone,Life Stone,A9B00000,21.6,146.6,58
lifestone,Life Stone,A9B40000,81.3,11.8,94
lifestone,Life Stone,ABB30000,18,185.4,57.5
lifestone,Life Stone,AD580000,146.9,21.7,58
lifestone,Life Stone,AED90000,178.3,65.8,16
lifestone,Life Stone,AFC70000,135.9,27.8,171.4
lifestone,Life Stone,B1320000,62.2,36.6,50.4
lifestone,Life Stone,B1370000,83.4,16.6,180
lifestone,Life Stone,B13F0000,147.6,48.9,42
lifestone,Life Stone,B3810000,113.1,162.6,24
lifestone,Life Stone,B470001B,83.2,58.9,42
lifestone,Life Stone,B58A0000,134.4,125.3,38.4
lifestone,Life Stone,B6520000,156.4,65.6,4
lifestone,Life Stone,B6650000,156.6,132,14
lifestone,Life Stone,B69C0000,87.7,84.2,61
lifestone,Life Stone,B6B20101,132,110,82
lifestone,Life Stone,B76F0000,151.2,80.5,18
lifestone,Life Stone,B817003E,169.3,140.5,49.9
lifestone,Life Stone,B96B0000,110,174,6
lifestone,Life Stone,B9720000,147.1,93.6,34
lifestone,Life Stone,B9730000,151.3,16,40
lifestone,Life Stone,BA170000,34,53.3,132
lifestone,Life Stone,BB660000,69.1,127.3,6
lifestone,Life Stone,BB800000,171.2,150.4,44
lifestone,Life Stone,BB9D0000,155.2,189.5,36.7
lifestone,Life Stone,BC1D0000,45.7,5.5,0
lifestone,Life Stone,BC340000,13.2,138.2,56.5
lifestone,Life Stone,BC9F0000,147.8,76,32
lifestone,Life Stone,BCD10000,133,44.3,102.3
lifestone,Life Stone,BD9E0000,42.4,58.7,9.6
lifestone,Life Stone,BDD20000,130.5,92.5,186
lifestone,Life Stone,BF800000,144.6,26.9,34
lifestone,Life Stone,C0260000,173.6,124.1,106.5
lifestone,Life Stone,C0820000,6.2,60.7,45.6
lifestone,Life Stone,C1320000,100.3,114.2,150
lifestone,Life Stone,C2740000,138.4,111.3,24
lifestone,Life Stone,C3800000,18,125.5,34
lifestone,Life Stone,C4370000,57.8,131,64.9
lifestone,Life Stone,C4A80000,55.3,12.3,59.4
lifestone,Life Stone,C59C0000,132,111,10
lifestone,Life Stone,C6A90000,80.5,81.6,42
lifestone,Life Stone,C75F0000,136.2,35.2,6
lifestone,Life Stone,C7BB0000,36.3,156.9,116
lifestone,Life Stone,C8790101,60,38,22
lifestone,Life Stone,C8880000,101.4,172.2,28
lifestone,Life Stone,C8A90000,29.1,164.8,110.4
lifestone,Life Stone,C8E9002A,132.5,38.2,0
lifestone,Life Stone,C95B0000,111.5,87.5,12
lifestone,Life Stone,C98D0000,134.2,92.3,22
lifestone,Life Stone,C9E3002E,133.8,131.4,26
lifestone,Life Stone,CA400000,46.8,56.9,150
lifestone,Life Stone,CB530000,18.1,178.7,21
lifestone,Life Stone,CB5B0000,31.4,70.6,5.9
lifestone,Life Stone,CC8C0000,34.3,76.6,24
lifestone,Life Stone,CD410000,83.6,84.1,54
lifestone,Life Stone,CD96003E,173.7,127.2,19.5
lifestone,Life Stone,CF180000,3.8,150.8,0
lifestone,Life Stone,CF950000,146.9,134.1,20
lifestone,Life Stone,CFA10000,33.3,130.2,16.1
lifestone,Life Stone,D0550000,102.7,12.7,238
lifestone,Life Stone,D1D70012,61.5,31.1,0
lifestone,Life Stone,D6550000,151.3,81.7,44
lifestone,Life Stone,D7690000,160.8,75.3,61.7
lifestone,Life Stone,D7840000,104.3,52.6,22
lifestone,Life Stone,DA3B0000,156.5,57.1,0
lifestone,Life Stone,DA550000,88.8,103.1,20
lifestone,Life Stone,DABE0000,155.4,37.4,2
lifestone,Life Stone,DC390000,5.6,173.8,14
lifestone,Life Stone,DC5F0000,177.1,64.3,22.8
lifestone,Life Stone,DD740000,84.1,78.8,13.6
lifestone,Life Stone,DE510000,27.1,101.4,17.3
lifestone,Life Stone,E15B0000,64.5,133.3,11.4
lifestone,Life Stone,E3320000,93.5,115.3,86
lifestone,Life Stone,E33D0000,122.8,108.6,131.8
lifestone,Life Stone,E3550000,51.1,68.7,4
lifestone,Life Stone,E53E0000,90.8,41.3,118
lifestone,Life Stone,E5420000,85.5,25.5,58
lifestone,Life Stone,E54E0000,84,108.3,12
lifestone,Life Stone,E6300000,97,111.5,90.7
lifestone,Life Stone,E6320000,59.5,11.2,28
lifestone,Life Stone,E7320000,116.7,87.7,0
lifestone,Life Stone,E74E0000,71.9,124.1,32
lifestone,Life Stone,E8220000,154.9,137.3,0
lifestone,Life Stone,E94C0000,108.3,98,32
lifestone,Life Stone,EA1D0000,9.1,128.3,0
lifestone,Life Stone,EA3D0000,30,182.4,78.5
lifestone,Life Stone,EA4E0000,85.2,87.8,-0.4
lifestone,Life Stone,F2220000,134.3,94.1,18
lifestone,Life Stone,F5590035,163.2,101.4,20
lifestone,Life Stone,F6290000,19.5,132.7,0
lifestone,Life Stone,F81B0000,60.2,60,0
lifestone,Life Stone,F870000,17,161.6,58
lifestone,Lugian Lifestone,1203001C,86.4,87.6,51
lifestone,Lugian Lifestone,A21E0199,136.1,136.2,577
npc,A Cluttered Table,62480107,180,-200,-30
npc,A Rolling Ball,5F450114,55.6,-88.7,0
npc,A Rolling Ball,5F450114,57.5,-85.5,0
npc,A Rolling Ball,5F450115,56.7,-102.4,0
npc,A Rolling Ball,5F450117,55.6,-118.5,0
npc,A Rolling Ball,5F450120,70,-94.4,0
npc,A Rolling Ball,5F45012D,82.5,-85.5,0
npc,A Rolling Ball,5F45012D,82.6,-87.7,0
npc,A Rolling Ball,5F45012E,84.5,-98.2,0
npc,A Rolling Ball,5F45012F,83.6,-105.2,0
npc,A Rolling Ball,5F45012F,84.5,-109.7,0
npc,A Rolling Ball,5F450130,77.9,-119.3,0
npc,A Rolling Ball,5F450130,84.5,-118.5,0
npc,A Rolling Ball of Death,574401A2,33,-190,0
npc,A Rolling Ball of Death,574401AD,50,-182.9,0
npc,A Rolling Ball of Death,574401B5,64,-189.9,0
npc,A Rolling Ball of Death,574401BA,60,-197.1,0
npc,A Rolling Ball of Death,574401C2,80,-182.9,0
npc,A Rolling Ball of Death,584401A2,33,-190,0
npc,A Rolling Ball of Death,584401AD,50,-182.9,0
npc,A Rolling Ball of Death,584401B5,64,-190,0
npc,A Rolling Ball of Death,584401BA,60,-197.1,0
npc,A Rolling Ball of Death,584401C2,80,-182.9,0
npc,A Rolling Ball of Death,585201A2,33,-190,0
npc,A Rolling Ball of Death,585201AD,50,-182.9,0
npc,A Rolling Ball of Death,585201B5,64,-190,0
npc,A Rolling Ball of Death,585201BA,60,-197.1,0
npc,A Rolling Ball of Death,585201C2,80,-182.9,0
npc,A Rolling Ball of Death,594401A2,33,-190,0
npc,A Rolling Ball of Death,594401AD,50,-182.9,0
npc,A Rolling Ball of Death,594401B5,64,-190,0
npc,A Rolling Ball of Death,594401BA,60,-197.1,0
npc,A Rolling Ball of Death,594401C2,80,-182.9,0
npc,A Rolling Ball of Death,5A4401A2,33,-190,0
npc,A Rolling Ball of Death,5A4401AD,50,-182.9,0
npc,A Rolling Ball of Death,5A4401B5,64,-190,0
npc,A Rolling Ball of Death,5A4401BA,60,-197.1,0
npc,A Rolling Ball of Death,5A4401C2,80,-182.9,0
npc,A Rolling Snowball of Death,57680312,200,-216,25.5
npc,A Rolling Snowball of Death,57680317,210,-216,25.5
npc,A Rolling Snowball of Death,57680320,220,-264,25.5
npc,A Rolling Snowball of Death,57680325,230,-264,25.5
npc,A Rolling Snowball of Death,57680325,240,-264,25.5
npc,A Rolling Snowball of Death,5768032B,250,-216,25.5
npc,A Rolling Snowball of Death,5768032B,260,-216,25.5
npc,A Sycophant's Corpse,ED810000,80.4,60.1,2
npc,A small pile of rocks,998D0000,139.6,52.5,110.4
npc,A small pile of rocks,998D0000,141.3,38.4,110
npc,A small pile of rocks,998D0000,155.5,44.2,110
npc,A small pile of rocks,998D0000,162.8,38.1,110
npc,A small pile of rocks,998D0000,165.8,27.4,110
npc,A small pile of rocks,998D0000,175.5,42.2,110
npc,A'mun Altar,2BF50137,240,-43,0.1
npc,A'mun Gatestone,8E4F0100,84,132,16.9
npc,A'mun Node Golem,8E4F001E,94.5,128.6,14
npc,A'shadieeyah,7D640140,91.2,53.6,12
npc,Aaminah,11340000,128.7,84.8,42
npc,Aangesilus,B54A0024,96.5,89.5,118
npc,Aangesilus' Marker,B3490035,151,110.1,112.1
npc,Abbess Zik'Lir,F9170002,0.3,25.9,-0.1
npc,Abd-al-Matin Basshir,7D64001B,78.8,64.3,15.6
npc,Abyssal Totem Gateway,C7EB0005,12,108,0
npc,Academy Blacksmith,3630173,21,-97.5,0
npc,Academy Blacksmith,3640173,21,-97.5,0
npc,Academy Blacksmith,3650173,21,-97.5,0
npc,Academy Blacksmith,3660173,21,-97.5,0
npc,Academy Blacksmith,3670173,21,-97.5,0
npc,Academy Blacksmith,3680173,21,-97.5,0
npc,Academy Blacksmith,720201F6,37.9,-89.2,0
npc,Academy Blacksmith,720301F6,37.9,-89.2,0
npc,Academy Blacksmith,720401F6,37.9,-89.2,0
npc,Academy Blacksmith,730201F6,37.9,-89.2,0
npc,Academy Blacksmith,730301F6,37.9,-89.2,0
npc,Academy Blacksmith,7F0301F6,37.9,-89.2,0
npc,Academy Blacksmith,7F0401F6,37.9,-89.2,0
npc,Academy Blacksmith,800201F6,37.9,-89.2,0
npc,Academy Blacksmith,800301F6,37.9,-89.2,0
npc,Academy Blacksmith,800401F6,37.9,-89.2,0
npc,Academy Blacksmith,860201F6,37.9,-89.2,0
npc,Academy Blacksmith,860301F6,37.9,-89.2,0
npc,Academy Blacksmith,860401F6,37.9,-89.2,0
npc,Academy Blacksmith,870201F6,37.9,-89.2,0
npc,Academy Blacksmith,870301F6,37.9,-89.2,0
npc,Academy Blacksmith,8C0401F6,37.9,-89.2,0
npc,Academy Blacksmith,8D0201F6,37.9,-89.2,0
npc,Academy Blacksmith,8D0301F6,37.9,-89.2,0
npc,Academy Blacksmith,8D0401F6,37.9,-89.2,0
npc,Academy Blacksmith,8E0201F6,37.9,-89.2,0
npc,Academy Crier,3630264,56.2,-83.1,0
npc,Academy Crier,3640264,56.8,-82.9,0
npc,Academy Crier,3650264,56.4,-83,0
npc,Academy Crier,3660264,56.6,-83.2,0
npc,Academy Crier,3670264,56,-82.9,0
npc,Academy Crier,3680264,56.5,-82.7,0
npc,Academy Crier,7202032B,71.9,-72.6,12
npc,Academy Crier,7203032B,71.9,-72.6,12
npc,Academy Crier,7204032B,71.9,-72.6,12
npc,Academy Crier,7302032B,71.9,-72.6,12
npc,Academy Crier,7303032B,71.9,-72.6,12
npc,Academy Crier,7F03032B,71.9,-72.6,12
npc,Academy Crier,7F04032B,71.9,-72.6,12
npc,Academy Crier,8002032B,71.9,-72.6,12
npc,Academy Crier,8003032B,71.9,-72.6,12
npc,Academy Crier,8004032B,71.9,-72.6,12
npc,Academy Crier,8602032B,71.9,-72.6,12
npc,Academy Crier,8603032B,71.9,-72.6,12
npc,Academy Crier,8604032B,71.9,-72.6,12
npc,Academy Crier,8702032B,71.9,-72.6,12
npc,Academy Crier,8703032B,71.9,-72.6,12
npc,Academy Crier,8C04032B,71.9,-72.6,12
npc,Academy Crier,8D02032B,71.9,-72.6,12
npc,Academy Crier,8D03032B,71.9,-72.6,12
npc,Academy Crier,8D04032B,71.9,-72.6,12
npc,Academy Crier,8E02032B,71.9,-72.6,12
npc,Academy Foreman,363018C,28.9,-81.9,0
npc,Academy Foreman,364018C,28.9,-81.9,0
npc,Academy Foreman,365018C,28.9,-81.9,0
npc,Academy Foreman,366018C,28.9,-81.9,0
npc,Academy Foreman,367018C,28.9,-81.9,0
npc,Academy Foreman,368018C,28.9,-81.9,0
npc,Academy Foreman,720201F4,36.8,-73.7,0
npc,Academy Foreman,720301F4,36.8,-73.7,0
npc,Academy Foreman,720401F4,36.8,-73.7,0
npc,Academy Foreman,730201F4,36.8,-73.7,0
npc,Academy Foreman,730301F4,36.8,-73.7,0
npc,Academy Foreman,7F0301F4,36.8,-73.7,0
npc,Academy Foreman,7F0401F4,36.8,-73.7,0
npc,Academy Foreman,800201F4,36.8,-73.7,0
npc,Academy Foreman,800301F4,36.8,-73.7,0
npc,Academy Foreman,800401F4,36.8,-73.7,0
npc,Academy Foreman,860201F4,36.8,-73.7,0
npc,Academy Foreman,860301F4,36.8,-73.7,0
npc,Academy Foreman,860401F4,36.8,-73.7,0
npc,Academy Foreman,870201F4,36.8,-73.7,0
npc,Academy Foreman,870301F4,36.8,-73.7,0
npc,Academy Foreman,8C0401F4,36.8,-73.7,0
npc,Academy Foreman,8D0201F4,36.8,-73.7,0
npc,Academy Foreman,8D0301F4,36.8,-73.7,0
npc,Academy Foreman,8D0401F4,36.8,-73.7,0
npc,Academy Foreman,8E0201F4,36.8,-73.7,0
npc,Acid Pit,E6D30005,2.9,114.7,225
npc,Acid Pit,E6D30010,28.2,181.4,229.6
npc,Acid Plane Stopgap,8903012B,90,-6.8,0
npc,Acidic Elemental Pool,5F470101,51,-298.1,-48
npc,Acidic Tentacle,5E012E,132.8,-18.1,-126
npc,Acidic Tentacle,5E0170,133,-61.5,-90
npc,Acidic Tentacle,5E0174,203,-61.5,-90
npc,Acidic Tentacle,5E0191,106.1,-78.8,-78
npc,Acidic Tentacle,5E019E,146.1,-78.8,-78
npc,Acidic Tentacle,5E01A9,176.1,-78.8,-78
npc,Acidic Tentacle,5E01B6,216.1,-78.8,-78
npc,Acidic Tentacle,64460155,132.8,-18.1,-126
npc,Acidic Tentacle,6446016E,133,-61.5,-90
npc,Acidic Tentacle,64460180,106.1,-78.8,-78
npc,Acidic Tentacle,6446018D,146.1,-78.8,-78
npc,Acidic Tentacle,64470155,132.8,-18.1,-126
npc,Acidic Tentacle,6447016E,133,-61.5,-90
npc,Acidic Tentacle,64470180,106.1,-78.8,-78
npc,Acidic Tentacle,6447018D,146.1,-78.8,-78
npc,Adara al-Rajin,90580000,103.6,125.7,9.6
npc,Adraha bint Safsan the Appraiser,5867011E,190.1,-66.5,-72
npc,Adrenkus,31500480,94.1,96,-35.6
npc,Adrien Swiftblade,C4B60101,16.1,35.2,317.7
npc,Advanced Colosseum Arena,AF0138,49.2,4.3,0
npc,Aerlinthe Altar,2BF50115,30,-43,0.1
npc,Aerlinthe Gatestone,B6E80100,110.2,108.7,2.9
npc,Aerlinthe Node Golem,B6E80025,111,97.4,0
npc,Aethelswith,482D011F,91.7,116.3,-14.8
npc,Aetherium Ore,5876010B,6.7,-200,-42
npc,Aetherium Ore,5876015A,178.2,-183.3,-18
npc,Aetherium Ore,5876019E,263.7,-160,-18
npc,Afra bint Abbas,17B2002B,135.9,70.4,44
npc,Agbeart,B9026E,159.1,-29.5,-18
npc,Agent Dravos,2B120134,141.1,55.5,48
npc,Agent of the Arcanum,11340145,135.2,137.1,42
npc,Agent of the Arcanum,18A029F,17.4,-42.6,6
npc,Agent of the Arcanum,25810000,111,115.5,220
npc,Agent of the Arcanum,3F320104,54.8,41.4,8.4
npc,Agent of the Arcanum,49B60126,86.7,138.6,240
npc,Agent of the Arcanum,5B9C0000,101.5,136.2,14
npc,Agent of the Arcanum,64D5012C,54.5,34.6,78
npc,Agent of the Arcanum,7D64014C,88.4,38.5,12
npc,Agent of the Arcanum,7F8F011D,157.5,186,124
npc,Agent of the Arcanum,85880124,4.8,99.8,86
npc,Agent of the Arcanum,866C0109,128.3,182.8,9.7
npc,Agent of the Arcanum,90570103,64,175.9,28
npc,Agent of the Arcanum,9722015A,78.3,132.4,102
npc,Agent of the Arcanum,977B015A,88.2,113.9,0
npc,Agent of the Arcanum,9E43012D,10.4,81.4,50
npc,Agent of the Arcanum,A260011D,126.3,10.3,20
npc,Agent of the Arcanum,A2A40103,30.9,105.5,50
npc,Agent of the Arcanum,A9B40172,163.2,5.8,94
npc,Agent of the Arcanum,B470014F,131,91.1,42
npc,Agent of the Arcanum,BA17013C,37.8,178,82
npc,Agent of the Arcanum,BA9E0108,53.7,33.3,54
npc,Agent of the Arcanum,BE80010A,137.3,35.2,30
npc,Agent of the Arcanum,C6A901A2,106.2,62.6,42
npc,Agent of the Arcanum,C88B0103,82.7,171.8,22
npc,Agent of the Arcanum,C95B0162,54.8,79.9,12
npc,Agent of the Arcanum,CD410184,134.5,56,54
npc,Agent of the Arcanum,CE950163,14,28.8,20
npc,Agent of the Arcanum,DA56010C,11.3,137.6,20
npc,Agent of the Arcanum,DA750157,154,59.9,21.5
npc,Agent of the Arcanum,DB3B011B,18,112,2
npc,Agent of the Arcanum,E532012E,111,184.1,28
npc,Agent of the Arcanum,E63D014C,105,60.7,86
npc,Agent of the Arcanum,E64E0102,175.4,34.7,32
npc,Agent of the Arcanum,E8210102,80.4,174.3,26
npc,Agent of the Arcanum,F2230102,155.4,40.8,18
npc,Ahumba,B50129,160,-48,-24
npc,Ahyara,80640100,152.3,158.1,27.7
npc,Aidene,F6810040,177.9,184.6,54.8
npc,Aino Lunnan-Shin,934B0100,111.7,57.7,13.7
npc,Aisley Swiftfoot,B8026F,161.9,-42.8,-18
npc,Akahana,B9026F,157.1,-35.9,-18
npc,Akemi Fei,E74E001F,92.4,154.3,37
npc,Akyafi ibn Sumwar,7D640000,85.1,65.3,20.8
npc,Alaine the Apprentice,934B0124,28.3,37.4,17.2
npc,Alatar Locke,35500100,133,59.2,206
npc,Alchemy Forge,7D640000,100.9,84.7,12
npc,Alchemy Forge,A9B40000,141.6,141.4,66
npc,Alchemy Forge,DA550000,54.5,37.3,20
npc,Alchemy Table,3EF40101,129.6,54.9,106.7
npc,Alchemy Warden of Enlightenment,5D470192,74.3,-25.7,18
npc,Alchemy Warden of Enlightenment,D5990040,185.5,183,374
npc,Alchemy Warden of Forgetfulness,5D480192,74.4,-25.6,18
npc,Alcott,A9B40019,83.3,14,94
npc,Alderic,B7026C,153.7,-31.8,-18
npc,Aldoro di Belleforte,B9026F,164.3,-41.3,-18
npc,Aldreda,B8026D,153.9,-42.3,-18
npc,Aldrion of the Celestial Hand,B7026C,152.2,-26.7,-18
npc,Alec,BC9F0150,172.6,127.5,35.5
npc,Alessandro Mardor,32D9003C,184.7,90.6,52
npc,Alexander Bowspeaker,B8026E,155.9,-26.4,-18
npc,Alexander the Deft,CE95013F,153.9,30.7,23.5
npc,Alexander's Apprentice,CE95013F,155.5,26.7,23.5
npc,Alfrin,A9B40169,108.6,45.2,94
npc,Algar Oreksun,D3E00016,52.6,130,21.7
npc,Ali ibn Qasid,B7026E,159.9,-30.1,-18
npc,Alicia Bladesworn,B7026D,149.2,-43.1,-18
npc,Alicia Swiftblade,C4B60101,14.2,34.5,317.7
npc,Alishia bint Aldan,1134010E,139.7,88.3,42
npc,Alison Dulane,BDD2002C,128.7,73.1,186
npc,Altar,58660124,120,-100,0
npc,Altar,5866012A,150,-100,0
npc,Altar,9302015F,94,-114,0.1
npc,Altar,9302016E,100,-116,0.1
npc,Altar,93020184,106,-114,0.1
