# Portals of Dereth: where each one stands and where it leads.
# name,from_cell,from_x,from_y,from_z,to_cell,to_x,to_y,to_z
# Cells are hex; the x/y/z are local to the cell's landblock.
# Regenerate with reference/scripts/data/portals.sh (reads the
# ACE world database, which is the community's reconstruction of
# retail's server data; the client has no copy of its own).
Portal to Cragstone,70123,53.4,-30.0,-0.1,BB9F0040,169.4,168.3,54.0
Portal to Holtburg,70124,53.9,-40.0,-0.1,A9B40019,84.0,7.1,94.0
Portal to Facility Hub,70126,53.6,-100.0,-0.1,8A020212,58.6,-89.9,6.0
Portal to Bluespire,70127,53.5,-120.0,-0.1,21B00017,48.2,165.9,0.0
Portal to Greenspire,70128,53.5,-129.9,-0.1,2BB5003C,179.0,86.6,0.0
Ahurenga Portal,70129,53.8,-139.9,-0.1,FB90009,43.0,8.6,0.0
Portal to Neydisa Castle,7012A,54.1,-150.0,-0.1,95D60033,146.9,71.3,99.8
Portal to Silyun,7012B,53.6,-160.0,-0.1,26EC003D,175.9,110.3,80.0
Fiun Outpost,7012C,53.8,-170.0,-0.1,38F7001B,91.0,54.0,-0.1
Plateau Portal,7012D,60.0,-3.5,-0.1,49B70021,100.1,20.8,238.6
Base of the Timaru Plateau Portal,7013C,60.0,-176.4,-0.1,1DB60016,71.4,134.3,90.0
Fort Tethana Portal,7013D,70.0,-3.6,-0.1,2681001D,77.7,108.1,240.0
Stonehold Portal,70150,79.9,-3.3,-0.1,64D5000B,30.0,50.0,78.0
Oolutanga's Refuge,7015F,80.0,-176.3,-0.1,F6820033,145.7,49.9,58.0
Portal to Dryreach,70160,86.4,-10.0,-0.1,DA75002B,132.0,60.0,18.0
Eastham Portal,70161,86.5,-20.0,-0.1,CE940035,151.1,112.6,17.4
Portal to Rithwic,70162,86.2,-30.0,-0.1,C98C0028,113.7,190.3,22.0
Portal to Arwic,70163,86.9,-40.0,-0.1,C6A90009,46.8,4.2,42.0
The Marketplace of Dereth,70165,86.1,-100.0,-0.1,16C01BC,49.2,-31.9,0.0
Portal to Sanamar,70166,86.2,-120.0,-0.1,33D90015,59.1,100.3,52.0
Portal to Redspire,70167,86.6,-130.0,-0.1,17B2002A,132.6,25.8,44.0
Portal to Westwatch,70168,86.3,-140.0,-0.1,23DA002C,140.9,86.0,2.0
Portal to Linvak Tukal,70169,86.2,-150.0,-0.1,A21E001A,83.0,38.0,560.4
Danby's Outpost,7016A,86.4,-160.0,-0.1,5A9C0004,23.5,77.1,6.0
Portal to Eastwatch,7016B,86.5,-170.1,-0.1,49F00013,70.0,70.0,170.0
Portal to Shoushi,7016C,100.0,-53.6,-0.1,DA55001D,84.8,99.0,20.0
Portal to Tou-Tou,70170,100.0,-86.3,-0.1,F5590034,152.6,80.8,20.0
Mayoi Portal,70171,110.0,-53.4,-0.1,E6320021,107.4,10.8,29.9
Portal to Nanto,70175,110.0,-86.0,-0.1,E63E0022,97.0,37.7,74.5
Lin Portal,70176,120.0,-53.4,-0.1,DC3C0011,59.7,10.8,19.0
Baishi Portal,7017A,120.0,-86.4,-0.1,CE410007,12.6,152.8,55.1
Portal to Hebian-To,7017B,130.0,-53.6,-0.1,E64E002F,138.3,161.9,20.0
Portal to Yanshi,7017F,129.9,-86.4,-0.1,B46F001E,75.2,124.1,34.7
Portal to Kara,70180,140.0,-53.8,-0.1,BA170039,181.2,3.2,167.7
Sawato Portal,70184,139.9,-86.4,-0.1,C95B0001,14.8,0.3,12.0
Portal to Kryst,70185,146.5,-60.0,-0.1,E822002A,132.7,37.9,20.1
Freehold Portal,70187,146.6,-80.0,-0.1,F224001A,81.8,33.0,0.0
Surface,80155,10.0,-110.0,0.0,A8DF0010,32.6,175.9,29.9
Weakened Vault Sewers,80181,40.0,0.0,0.0,C0142,110.0,0.0,0.0
Reinforced Vault Sewers,90181,40.0,0.0,0.0,E02EE,110.0,0.0,0.0
Surface,A0155,10.0,-110.0,0.0,A8DF0010,32.6,175.9,29.9
Fortified Vault Sewers,A0181,40.0,0.0,0.0,F02EE,110.0,0.0,0.0
Surface,B016D,70.1,-23.2,-36.0,77DA0005,9.9,117.1,218.9
Surface,B031F,307.0,-173.0,-18.0,77DA0005,9.9,117.1,218.9
Weakened Royal Vault,C0199,0.0,-100.0,-18.0,1102D6,0.0,-10.0,0.0
Surface,C02EB,100.0,0.0,0.0,A8DF0010,32.6,175.9,29.9
Secured Royal Vault,D0199,0.0,-100.0,-18.0,1202D6,0.0,-10.0,0.0
Surface,D02EB,100.0,0.0,0.0,A8DF0010,32.6,175.9,29.9
Reinforced Royal Vault,E0199,0.0,-100.0,-18.0,1302D6,0.0,-10.0,0.0
Surface,E02EB,100.0,0.0,0.0,A8DF0010,32.6,175.9,29.9
Fortified Royal Vault,F0199,0.0,-100.0,-18.0,1402D6,0.0,-10.0,0.0
Surface,F02EB,100.0,0.0,0.0,A8DF0010,32.6,175.9,29.9
Escape Route,10012A,162.4,-10.4,-30.0,B700118,74.0,100.8,90.1
Escape Route,100355,96.8,-176.6,0.0,B700118,74.0,100.8,90.1
Surface,110219,60.0,-330.0,-12.0,A8DF0010,32.6,175.9,29.9
Surface,120219,60.0,-330.0,-12.0,A8DF0010,32.6,175.9,29.9
Surface,130219,60.0,-330.0,-12.0,A8DF0010,32.6,175.9,29.9
Surface,140219,60.0,-330.0,-12.0,A8DF0010,32.6,175.9,29.9
Surface,1501CE,19.9,-63.6,11.9,1B12003B,176.0,54.0,-0.9
Surface,1601CE,19.9,-63.6,11.9,1D140003,12.0,49.0,53.0
Surface,1701CE,19.9,-63.6,11.9,1D120040,175.0,178.0,-0.1
Exit Copper Legion Keep,1801C6,90.0,-3.0,0.0,808E000D,30.7,97.0,124.0
Exit Copper Legion Keep,1802DD,332.0,-480.0,18.0,808E000D,30.7,97.0,124.0
Exit Gold Legion Keep,190103,90.0,2.0,0.0,8190003E,184.1,129.7,124.0
Exit Gold Legion Keep,190190,142.0,-1000.0,6.0,8190003E,184.1,129.7,124.0
Exit Platinum Legion Keep,1A018A,209.9,-87.8,0.0,80940009,34.7,10.0,204.0
Exit Platinum Legion Keep,1A02EA,20.0,-3.8,18.0,80940009,34.7,10.0,204.0
Exit Silver Legion Keep,1B016F,80.0,-3.0,0.0,7D90001C,92.1,81.1,124.0
Exit Silver Legion Keep,1B0266,382.0,-340.0,18.0,7D90001C,92.1,81.1,124.0
Exit Lugian Ice Tunnels,1C010A,8.0,-68.0,0.1,40F40031,148.5,6.6,2.0
Exit Lugian Ice Tunnels,1C025C,217.5,-347.5,24.0,40F40031,148.5,6.6,2.0
Exit Ruschk Icehold,1D011D,160.0,-4.0,0.0,3EEC002D,121.0,108.0,4.0
Exit Ruschk Icehold,1D014E,14.0,-470.0,6.0,3EEC002D,121.0,108.0,4.0
Exit Viamontian Royal Prison,1E0299,0.0,0.0,0.0,4BF2001C,94.2,83.9,8.0
Surface,1F0100,193.0,-50.0,-54.0,24EE002C,140.0,84.0,4.0
Surface,1F0284,110.0,-256.0,0.1,24EE002C,140.0,84.0,4.0
Surface,200101,528.0,-450.0,-54.1,29E9002C,132.4,74.2,8.0
Surface,2002CD,60.0,0.0,-0.1,29E9002C,132.4,74.2,8.0
Karlun's Hall Exit,21013E,20.0,-142.0,0.0,2AEE0024,111.7,87.1,100.0
Surface,220101,10.0,-510.0,-24.0,36ED0014,71.4,84.0,86.0
Surface,2202F6,230.0,0.0,-6.0,36ED0014,71.4,84.0,86.0
Surface,29011C,37.3,-7.4,-24.1,49F50100,139.2,20.4,94.8
Surface,2902ED,278.5,-111.3,-0.1,49F50100,139.2,20.4,94.8
Surface,2A017F,13.4,-33.2,-18.0,43F1001B,91.3,52.3,40.0
Surface,2A034E,59.6,-249.2,-0.0,43F1001B,91.3,52.3,40.0
Surface,2B0100,9.7,-113.3,-60.1,43F70015,60.0,108.0,102.0
Surface,2B036F,450.8,-179.4,-0.1,43F70015,60.0,108.0,102.0
Surface,2C02A2,211.4,-134.5,0.0,4EF5002D,121.0,118.6,37.9
Surface,2D01B3,100.0,-342.9,-36.0,47F4000E,36.0,132.0,2.0
Surface,2D0372,201.0,0.9,0.0,47F4000E,36.0,132.0,2.0
Surface,2E0233,39.1,-169.6,-24.0,4AF80023,97.2,64.0,4.0
Surface,2E02D1,108.8,-343.3,0.0,4AF80023,97.2,64.0,4.0
Surface,2F010F,29.5,-29.6,0.0,44F20008,12.0,180.0,275.0
Portal to Fort Tethana,300186,120.8,-0.9,-6.0,2681001D,77.7,108.1,240.0
Surface,3001AE,8.7,-128.8,0.0,23800031,150.3,12.3,220.0
Surface,310106,193.6,-151.3,-90.0,F850022,113.1,35.4,15.1
Surface,310116,73.6,-50.0,-66.0,F850022,113.1,35.4,15.1
Surface,3102FC,151.1,-198.6,-30.0,F850022,113.1,35.4,15.1
Surface,320100,54.0,-0.0,-0.1,6090034,146.6,73.5,72.1
Surface,32022D,10.0,-30.0,29.9,6090034,146.6,73.5,72.1
Surface,330145,750.1,-323.8,-36.0,39EF0003,19.9,67.0,22.0
Surface,3301C2,150.0,-32.9,-24.0,4AF00015,68.5,113.6,-0.9
Surface,3303CB,87.6,-195.7,1.3,4AF00015,68.5,113.6,-0.9
Surface,330413,740.7,-248.0,0.0,39EF0003,19.9,67.0,22.0
Surface,340101,0.8,-99.1,-48.0,89BD0006,7.8,141.5,124.0
Surface,3402A3,119.9,-246.3,0.0,89BD0006,7.8,141.5,124.0
Surface,350136,360.0,-230.0,-24.1,D3AE000A,42.0,27.0,0.0
Surface,3501E2,220.0,0.0,-0.1,D3AE000A,42.0,27.0,0.0
Surface,360139,0.0,0.0,-0.1,7C84001C,73.3,76.9,60.0
Surface,3601BE,430.0,-390.0,-0.1,7C84001C,73.3,76.9,60.0
Surface,3701AE,20.0,-8.0,-0.1,2CF00016,48.1,131.9,4.0
Surface,370310,450.0,-450.0,23.9,2CF00016,48.1,131.9,4.0
Surface,380298,40.0,-40.0,-0.1,454A0105,47.2,12.0,5.2
Surface,3802EE,230.0,1.1,0.0,454A0105,47.2,12.0,5.2
Surface,390149,40.1,-3.7,0.0,10BB0036,144.4,131.9,22.0
Surface,390210,146.1,-20.1,0.0,10BB0036,144.4,131.9,22.0
Surface,3A0541,237.6,-42.2,-0.1,B3EC001D,79.6,106.5,-0.4
Gatekeepers,3A05B1,20.0,-220.0,5.9,79110040,175.9,175.9,200.0
Gatekeepers,3B01C0,70.0,-180.0,-36.1,79110040,175.9,175.9,200.0
Gatekeepers,3B01F8,170.0,-270.0,-36.1,79110040,175.9,175.9,200.0
Gatekeepers,3B023A,429.1,-219.2,-30.1,79110040,175.9,175.9,200.0
Gatekeepers,3B0309,40.0,-223.6,-6.1,79110040,175.9,175.9,200.0
Gatekeepers,3B0343,92.9,-0.3,-0.1,79110040,175.9,175.9,200.0
Gatekeepers,3B0355,201.2,-108.6,-0.1,79110040,175.9,175.9,200.0
Surface,3C011F,97.1,-209.8,-72.0,C3AB0021,109.6,7.4,116.1
Surface,3C0231,80.3,-20.0,0.0,C3AB0021,109.6,7.4,116.1
Surface,3D0541,237.6,-42.2,-0.1,BFEC0025,102.0,101.5,-0.9
Gatekeepers,3D05B1,20.0,-220.0,5.9,79110040,175.9,175.9,200.0
Surface,3E02EA,3.4,-13.3,0.0,24BD0007,3.5,150.5,199.4
Surface,400108,140.1,-485.2,-30.1,4997000F,28.5,145.6,109.7
Surface,4002FE,64.3,-29.9,-0.1,4997000F,28.5,145.6,109.7
Surface,410190,183.4,-20.1,-0.1,36890008,0.0,192.0,84.0
Surface,420100,-3.1,-280.0,-36.1,10890008,0.0,192.0,70.0
Surface,420282,306.5,-20.0,-0.1,10890008,0.0,192.0,70.0
Surface,430101,0.0,-328.0,-18.0,1D3A0008,0.0,192.0,52.0
Surface,43031B,250.0,-8.0,0.0,1D3A0008,0.0,192.0,52.0
Exit,440150,210.1,-469.9,-11.7,64440144,90.0,-300.0,-24.0
Exit,4401F9,70.1,1.4,0.0,64440144,90.0,-300.0,-24.0
Collegium Occultus Portal,4401FD,70.1,-40.3,0.3,440201,70.0,-157.0,0.0
Exit,4401FE,70.1,-149.9,0.3,64440144,90.0,-300.0,-24.0
Surface,45010B,40.3,0.9,-12.0,C8DC003B,181.0,67.2,29.4
Surface,450285,470.6,-419.9,-6.0,C8DC003B,181.0,67.2,29.4
Surface,4502A4,30.3,-420.0,0.0,C8DC003B,181.0,67.2,29.4
Surface,450322,60.2,-283.1,0.0,C8DC003B,181.0,67.2,29.4
Temple North Wing,450323,60.0,-390.0,-0.1,450322,60.0,-278.0,0.0
Temple South Wing,450329,60.0,-450.0,-0.1,45032A,60.0,-572.0,0.0
Temple of the Stirring Shadow,45032A,60.2,-567.7,0.0,4502C2,40.0,-420.0,0.0
Surface,4503A4,80.0,-759.8,0.0,C8DC003B,181.0,67.2,29.4
Temple East Wing,4503A8,90.0,-420.0,-0.1,450415,232.0,-420.0,0.0
Surface,450415,227.4,-420.0,0.0,C8DC003B,181.0,67.2,29.4
Surface,460103,0.0,-270.0,-0.1,B070001F,84.0,156.0,31.0
Yanshi Upper Undermine,46023E,324.0,-370.0,11.9,460242,360.0,-240.0,12.0
Yanshi Lower Undermine,460241,348.0,-240.0,11.9,46010E,10.0,-270.0,0.0
Surface,470319,-1.9,-121.7,-6.1,A0F0027,111.2,162.9,245.4
Surface,47039C,60.2,-233.0,-0.1,A0F0027,111.2,162.9,245.4
Surface,4703A4,100.4,-210.0,0.2,A0F0027,111.2,162.9,245.4
Surface,480100,70.0,-85.7,-24.0,1F8A003A,187.5,36.9,54.0
Surface,480328,40.3,-170.6,0.0,1F8A003A,187.5,36.9,54.0
Surface,480345,59.8,-114.4,0.0,83D9000E,44.1,139.3,216.6
Surface,48051A,239.4,-49.2,0.0,83D9000E,44.1,139.3,216.6
Surface,4805D4,202.7,-80.0,24.0,4FF1001A,84.5,43.2,84.0
Surface,4805EA,181.8,-39.9,30.0,4FF1001A,84.5,43.2,84.0
Surface,490105,120.1,-296.2,-24.1,18300103,36.4,132.2,76.1
Surface,4901AF,50.0,-0.0,0.0,18300103,36.4,132.2,76.1
Surface Portal,4A010C,80.0,0.0,-6.1,341B001D,72.4,119.6,51.9
Surface Portal,4A01F4,40.0,-60.0,5.9,341B001D,72.4,119.6,51.9
Surface,4B017F,13.4,-33.2,-18.0,43F1001B,91.3,52.3,40.0
Surface,4B034E,59.6,-249.2,-0.0,43F1001B,91.3,52.3,40.0
Temple of N'cthail,4D0131,79.4,-319.5,-78.0,C3E30019,84.0,8.9,5.0
Temple of N'cthail,4D03D6,61.6,-58.3,-18.0,C3E30019,84.0,8.9,5.0
Temple of N'cthail,4D049E,90.0,-360.0,-18.0,C3E30019,84.0,8.9,5.0
Temple of N'cthail,4D06E5,90.1,-253.4,-0.1,C3E30019,84.0,8.9,5.0
Temple of N'cthail,4E0239,39.8,-440.1,-24.1,C3E30019,84.0,8.9,5.0
Vault of Eternal Slumber,4E080D,25.8,-199.9,59.9,4E055A,40.0,-440.0,0.0
Temple Exit,4F0143,60.9,-51.0,-72.1,3EF6000C,42.9,90.8,124.4
Temple Exit,4F030D,60.1,-44.5,-6.1,3EF6000C,42.9,90.8,124.4
Surface,500174,40.0,-683.0,-0.1,65C80019,84.0,12.0,200.0
Surface,5001EB,480.0,-346.0,-0.1,B0C00018,60.0,180.0,191.0
Surface,5003AA,233.0,-460.0,11.9,84DE0033,156.0,60.0,105.0
Portal Summoning Site,5106BC,41.1,-41.3,-0.1,A5D30040,178.0,185.0,394.0
Surface,5201EF,60.0,0.0,-0.1,27EA001A,86.6,34.5,30.0
Surface,52020C,90.0,-419.1,-0.1,27EA001A,86.6,34.5,30.0
Surface,5303AF,0.1,-3.1,0.2,112E0102,180.0,36.0,25.0
Surface,540103,40.0,-3.9,-66.1,C9E40026,108.0,120.7,-0.1
Surface,540579,1.8,-421.6,-6.1,C9E40026,108.0,120.7,-0.1
Surface,550292,-0.0,-12.6,-6.0,2BB40028,110.8,176.2,0.0
Surface,5502BD,429.9,-285.7,0.0,2BB40028,110.8,176.2,0.0
Surface,560123,139.8,-223.6,-36.1,44F60022,99.5,24.7,354.0
Enlightened Master's Chambers,570101,-2.5,-139.9,-0.1,5701EC,590.0,-200.0,0.0
Surface,57011E,40.0,-209.1,-0.1,88D20100,180.0,69.6,174.8
Tanada House of Metal,570149,187.0,-139.9,-0.1,57011D,40.0,-200.0,0.0
Surface,570166,230.0,-209.7,-0.1,88D20100,180.0,69.6,174.8
Tanada House of Stone,570191,397.1,-139.7,-0.1,570165,230.0,-200.0,0.0
Surface,5701AE,440.0,-209.2,-0.1,88D20100,180.0,69.6,174.8
Surface,5701ED,590.0,-209.5,-0.1,88D20100,180.0,69.6,174.8
Surface Portal,58010C,81.0,-40.0,-102.1,A4A70016,58.9,142.1,84.0
Surface Portal,580399,80.0,-160.0,-0.1,A4A70016,58.9,142.1,84.0
Surface Portal,59010C,81.0,-40.0,-102.1,9FA6002E,131.3,141.5,64.0
Surface Portal,590399,80.0,-160.0,-0.1,9FA6002E,131.3,141.5,64.0
Surface Portal,5A010C,81.0,-40.0,-102.1,A2A10014,60.0,93.0,194.0
Surface Portal,5A0399,80.0,-160.0,-0.1,A2A10014,60.0,93.0,194.0
Bookcase,5B0104,0.1,-45.2,0.0,934B01F7,98.8,31.6,-19.6
Bookcase,5B010B,9.9,-24.9,0.0,934B01F7,98.8,31.6,-19.6
Bookcase,5B011D,24.8,-100.0,0.0,934B01F7,98.8,31.6,-19.6
Bookcase,5B019E,75.2,-9.8,0.0,934B01F7,98.8,31.6,-19.6
Bookcase,5B01A7,79.8,-44.3,0.0,934B01F7,98.8,31.6,-19.6
Bookcase,5B01D0,104.8,-10.3,0.0,934B01F7,98.8,31.6,-19.6
Bookcase,5B01D9,100.0,-44.3,0.0,934B01F7,98.8,31.6,-19.6
Bookcase,5B0280,169.9,-75.2,0.0,934B01F7,98.8,31.6,-19.6
Bookcase,5B0285,179.8,-24.8,0.0,934B01F7,98.8,31.6,-19.6
Bookcase,5B02D8,90.1,-144.0,12.0,934B01F7,98.8,31.6,-19.6
Surface,5C010A,30.0,-3.9,0.0,700A0032,156.0,37.4,4.9
Essence Chambers,5E0106,161.0,-29.0,-156.1,8C0121,70.0,-42.0,-6.0
Harraag's Lair,60010F,134.3,-60.0,-60.1,6004BF,120.0,-20.0,0.0
Surface,600147,168.6,-99.9,-60.1,1B340100,44.0,30.3,64.8
Surface,600421,118.8,-1.5,-12.1,1B340100,44.0,30.3,64.8
Harraag's Lair,6004BC,111.4,-88.9,-0.1,6004BF,120.0,-20.0,0.0
Portal Summoning Site,6106BC,41.1,-41.3,-0.1,A5D30040,178.0,185.0,394.0
Portal Summoning Site,6306BC,41.1,-41.3,-0.1,A5D30040,178.0,185.0,394.0
Surface,640100,9.7,-113.3,-60.1,43F70015,60.0,108.0,102.0
Surface,64036F,450.8,-179.4,-0.1,43F70015,60.0,108.0,102.0
Surface,6502C7,128.4,-11.1,0.0,25E2003D,176.4,105.2,40.8
Castle Pietrus,680102,51.2,1.3,-24.1,4198012E,165.3,81.9,135.2
Surface,680187,39.9,-157.0,-0.1,21B00016,55.0,129.0,0.0
Augmentation Realm Lower Level,6D021F,376.1,-240.1,-42.0,7D0268,152.8,-103.1,6.0
Surface,6D0418,30.0,-310.7,0.0,44F60022,99.5,24.7,354.0
Surface,6E0372,127.3,-50.1,-18.1,93D30011,60.0,12.0,389.0
Atlan's Laboratory,6E0384,200.0,-50.0,-17.9,6E054C,56.7,-150.2,0.0
Surface,6E054B,48.3,-161.9,-0.1,93D30011,60.0,12.0,389.0
Surface,6E055E,101.4,-41.5,-0.1,93D30011,60.0,12.0,389.0
Surface,6E057C,90.0,-170.0,5.9,93D30011,60.0,12.0,389.0
Surface,72014E,41.8,-73.7,-48.1,FA220009,33.2,12.2,5.0
Surface,7201FE,30.0,-111.7,-0.1,FA220009,33.2,12.2,5.0
Surface,73016B,56.6,-199.2,-72.1,344E0015,69.4,115.0,18.3
Surface,73045E,88.7,-78.7,-0.1,344E0015,69.4,115.0,18.3
Grael's Chamber,74010E,110.0,1.4,-119.7,740586,279.8,-212.8,18.0
Grael's Chamber,740527,90.4,-50.5,-0.1,740586,279.8,-212.8,18.0
Surface,74052B,99.0,-59.0,-0.1,5BDB0030,130.9,180.0,192.0
Surface,74053B,181.8,-121.7,-0.1,5BDB0030,130.9,180.0,192.0
Trophy Room,74054E,231.6,-171.4,-0.1,740549,199.3,-139.4,0.0
Grael's Chamber,75010E,110.0,1.6,-119.7,7504C6,279.8,-212.8,18.0
Surface,750469,170.0,-160.0,-6.1,F41F002B,129.9,63.8,-0.1
Surface,75046D,180.0,-150.0,-6.1,F41F002B,129.9,63.8,-0.1
Surface,75046E,180.0,-170.0,-6.1,F41F002B,129.9,63.8,-0.1
Surface,750470,190.0,-160.0,-6.1,F41F002B,129.9,63.8,-0.1
Grael's Chamber,750472,90.4,-50.5,-0.1,7504C6,279.8,-212.8,18.0
Surface,750476,99.0,-59.1,-0.1,F41F002B,129.9,63.8,-0.1
Trophy Room,750481,231.6,-171.4,-0.1,75047C,180.0,-164.1,0.0
Grael's Chamber,76010E,109.9,1.9,-119.7,7604D0,279.8,-212.8,18.0
Grael's Chamber,76046A,90.4,-50.5,-0.1,7604D0,279.8,-212.8,18.0
Surface,76046E,98.6,-59.5,-0.1,2C50000F,28.0,159.1,66.5
Surface,760486,180.0,-102.6,-0.1,2C50000F,28.0,159.1,66.5
Trophy Room,7604A6,231.6,-171.4,-0.1,760488,180.0,-120.0,0.0
Cavern Exit,770111,220.3,-3.0,-71.8,9C01D2,366.1,-89.9,-24.0
Cavern Exit,77035F,110.3,-194.2,-12.2,9C01D2,366.1,-89.9,-24.0
Cavern Exit,7703B5,150.3,-193.0,-11.9,9C01D2,366.1,-89.9,-24.0
Cavern Exit,770556,10.0,-94.6,-0.2,9C01D2,366.1,-89.9,-24.0
Cavern Exit,780111,220.3,-3.0,-71.8,D2015C,120.1,-129.1,-30.0
Cavern Exit,78035F,110.3,-194.2,-12.2,D2015C,120.1,-129.1,-30.0
Cavern Exit,7803B5,150.3,-193.0,-11.9,D2015C,120.1,-129.1,-30.0
Cavern Exit,780556,10.0,-94.6,-0.2,D2015C,120.1,-129.1,-30.0
Cavern Exit,790111,220.3,-3.0,-71.8,D3015C,120.1,-134.0,-30.0
Cavern Exit,79035F,110.3,-194.2,-12.2,D3015C,120.1,-134.0,-30.0
Cavern Exit,7903B5,150.3,-193.0,-11.9,D3015C,120.1,-134.0,-30.0
Cavern Exit,790556,10.0,-93.6,-0.2,D3015C,120.1,-134.0,-30.0
Cavern Exit,7A0111,220.0,-4.0,-72.2,D4015C,120.0,-129.7,-30.0
Cavern Exit,7A035F,110.2,-194.0,-11.7,D4015C,120.0,-129.7,-30.0
Cavern Exit,7A03B7,149.9,-195.1,-12.2,D4015C,120.0,-129.7,-30.0
Cavern Exit,7A0556,10.1,-94.0,-0.2,D4015C,120.0,-129.7,-30.0
Tanada House of Wind,7B0101,-1.2,-139.9,-0.1,7B01AD,440.0,-200.0,0.0
Surface,7B011E,39.9,-210.0,-0.1,B82A0013,60.5,57.1,0.0
Enlightened Master's Chambers,7B0149,187.8,-139.9,-0.1,7B01EC,590.0,-200.0,0.0
Surface,7B0166,230.0,-209.4,-0.1,B82A0013,60.5,57.1,0.0
Tanada House of Breath,7B0191,398.5,-139.8,-0.1,7B0165,230.0,-200.0,0.0
Surface,7B01AE,440.0,-209.0,-0.1,B82A0013,60.5,57.1,0.0
Surface,7B01ED,590.0,-209.5,-0.1,B82A0013,60.5,57.1,0.0
Soul Hunter's Chambers,7C0144,92.0,-30.0,-18.1,7C02C1,120.0,-100.0,0.0
Surface,7C02B4,20.0,-262.0,-0.1,C55C000F,36.0,156.0,5.9
Surface,7C02B8,108.0,-70.0,-0.1,C55C000F,36.0,156.0,5.9
Augmentation Realm Main Level,7D0100,163.8,-330.1,-30.0,560459,335.4,-249.8,0.0
Augmentation Realm Main Level,7D0101,163.3,-339.9,-30.0,5604AA,400.0,-380.0,6.0
Augmentation Realm Main Level,7D010E,170.1,-323.5,-30.0,5601C6,37.3,-36.6,-6.0
Augmentation Realm Main Level,7D0111,170.0,-346.5,-30.0,56030F,169.7,-60.9,-6.0
Augmentation Realm Main Level,7D011F,180.0,-346.4,-30.0,5601C6,37.3,-36.6,-6.0
Augmentation Realm Main Level,7D012A,189.9,-323.4,-30.0,56036D,30.0,-442.1,0.0
Augmentation Realm Main Level,7D012D,189.9,-346.3,-30.0,560459,335.4,-249.8,0.0
Augmentation Realm Main Level,7D012E,196.8,-330.0,-30.0,5604AA,400.0,-380.0,6.0
Augmentation Realm Main Level,7D012F,196.5,-339.9,-30.0,560261,129.2,-210.1,-6.0
Surface,7E010D,400.0,-122.0,-120.1,2C290037,156.0,155.0,69.0
Surface,7E022A,200.0,-182.0,-30.1,2C290037,156.0,155.0,69.0
Surface,7E0240,200.0,-300.0,-24.1,2C290037,156.0,155.0,69.0
Surface,7E0357,10.0,-570.0,-0.1,2C290037,156.0,155.0,69.0
Binding Realm,7F0123,209.7,-159.8,-42.1,7F01B5,250.0,-20.0,-22.0
Surface,7F0146,289.4,-160.0,-42.1,31D60154,12.4,85.7,80.1
Summoning Chamber,7F018B,250.1,-419.4,-30.1,7F018A,250.0,-310.0,-30.0
Surface,7F0196,272.0,-440.4,-30.1,31D60154,12.4,85.7,80.1
Surface,7F02EC,10.0,-840.7,-0.1,31D60154,12.4,85.7,80.1
Portal to Hebian-To,800141,110.0,-100.0,-0.1,E64E002F,138.3,161.9,20.0
