# What each kind of creature takes from each element: a damage
# multiplier, higher meaning it is hurt more. 0 is immune.
# wcid,name,slash,pierce,bludgeon,cold,fire,acid,electric,nether
# An empty column means the creature has no figure for that element.
# Regenerate with reference/scripts/data/creatures.sh (reads the ACE
# world database, the community's reconstruction of retail's server
# data; the client has no copy of its own).
1259,Mosswart Keeper,0.7,0.8,0.8,0.8,1,0.5,1,
1273,Giant White Rat,0.75,0.75,1,0.58,0.25,0.58,1,
1321,Matted Drudge Ravener,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
1322,Drudge Stalker Pack Rat,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
1356,Banderling Captain,0.76,0.65,0.5,0.76,1,0.65,1,
1362,Trusted Tusker,0.42,1,0.75,0.75,1,0.75,0.4,
1404,Guardian of the Lost Light,1,0.52,0.75,0.1,1,0.75,0.86,
1405,Swamp Rat,0.85,0.85,1,0.85,1,0.9,0.8,
1406,Desert Rat,0.85,0.85,1,0.85,0.85,1,1,
1407,Drudge Slave,0.86,0.85,0.8,1,1,0.85,1,
1408,Drudge Slave,0.86,0.85,0.8,1,1,0.85,1,
1409,Drudge Slave,0.86,0.85,0.8,1,1,0.85,1,
1410,Drudge Slave,0.86,0.85,0.8,1,1,0.85,1,
1461,Mosswart Mucker,0.55,0.8,0.8,0.8,1,0.5,1,
1462,Banderling Rogue,0.76,0.65,0.5,0.76,1.08,0.65,1.32,
1463,Revenant,1,0.52,0.75,0.1,1,0.75,0.86,
1464,Drudge Robber,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
1465,Guardian of the Helm,1,0.52,0.75,0.2,1,0.75,0.86,
1466,Wari al Sha'im,1,0.52,0.75,0.2,1,0.75,0.86,
1467,Mite Scamp,0.7,0.8,0.8,0.75,1,1,0.8,
1468,Drudge Slinker,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
1469,Banderling Scout,0.76,0.65,0.5,0.76,1,0.65,1,
1470,Mosswart Feeder,0.8,0.8,0.8,0.8,1,0.8,1,
1484,Banderling Bandit,0.76,0.65,0.5,0.76,1.08,0.65,1.32,
1486,Mosswart Mucker,0.55,0.8,0.8,0.8,1,0.5,1,
1497,Banderling Sentry,0.76,0.65,0.5,0.76,1,0.65,1,
1520,Banderling Raider Guardian,0.76,0.65,0.5,0.76,1,0.65,1,
1521,Heavy Drudge Prowler,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
1522,Baron of Colier,1,0.52,0.75,0.2,1,0.75,0.86,
1523,Undead Curator,1,0.65,0.75,0.4,1,0.75,0.86,
1524,Undead Miner,1,0.65,0.75,0.4,1,0.75,0.86,
1535,Ethereal Wisp,1,1,1,0,0.55,0.4,0.8,
1536,K'nath Z'bog,0.75,0.86,0.58,0.75,1,1,1,
1608,Drudge Lurker,0.9,0.61,1,0.9,1,0.9,0.23,
1609,Drudge Stalker,0.9,0.61,1,0.9,1,0.9,0.23,
1610,Drudge Ravener,0.9,0.61,1,0.9,1,0.9,0.23,
1611,Rust Gromnie,1,1,1,0.7,0.83,1,1,
1612,Azure Gromnie,1,1,1,1,1,0.7,1,
1613,Ivory Gromnie,1,1,1,0.83,0.7,1,1,
1614,Jade Gromnie,1,1,1,1,0.83,1,0.7,
1615,Ash Gromnie,1,1,1,0.5,0.5,0.5,0.5,
1616,Swamp Gromnie,0.5,1.11,1,1,1,0.91,1,
1617,Amploth Lugian,0.66,0.66,0.66,0.42,0.3,0.9,1,
1618,Gigas Lugian,0.66,0.66,0.66,0.42,0.25,0.9,1,
1619,Mosswart Shaman,0.7,0.8,0.8,0.8,1,0.6,1,
1620,Injured Olthoi,0.75,1,1,0.75,0.75,0.42,0.25,
1621,Olthoi Queen,0.75,1,1,0.75,0.75,0.42,0.25,
1622,Mire Phyntos Wasp,1,1,1,0.8,0.7,0.8,0.8,
1623,Desert Rat,0.85,0.85,1,0.85,0.85,1,1,
1624,Swamp Rat,0.85,0.85,1,0.85,1,0.9,0.8,
1625,Mountain Rat,0.8,0.85,1,0.85,0.85,1,1,
1626,Silver Rat,0.75,0.75,1,0.58,1,0.58,1,
1627,Tusker Crimsonback,0.5,1,0.75,0.75,1,0.75,0.25,
1628,Tusker Slave,0.5,1,0.75,0.75,1,0.75,0.25,
1629,Tusker Guard,0.5,1,0.75,0.75,1,0.75,0.25,
1630,Lich Lord,1,0.52,0.75,0.2,1,0.75,0.86,
1631,Drudge Servant,0.86,0.85,0.8,1,1,0.85,1,
1632,Drudge Slave,0.86,0.85,0.8,1,1,0.85,1,
1668,Banderling Breeder,0.76,0.65,0.5,0.76,1,0.65,1,
1669,Banderling Chief,0.76,0.65,0.5,0.76,1,0.65,1,
1756,Shadow Child,1,0.5,0.67,0.1,1,0.2,0.5,
1757,Shadow Lieutenant,1,0.5,0.67,0.1,1,0.2,0.5,
1758,Shadow,1,0.5,0.67,0.1,1,0.2,0.5,
1759,Skeleton,0.75,0.6,1,0.65,0.9,0.75,0.75,
1760,Skeleton Warrior,0.58,0.4,1,0.5,0.9,0.6,0.5,
1761,Skeleton Captain,0.58,0.3,1,0.4,0.9,0.42,0.4,
1762,Skeleton Lord,0.58,0.25,1,0.3,0.9,0.42,0.4,
1763,Lesser Mu-miyah,0.75,0.58,0.75,0.4,1,1,0.5,
1764,Greater Mu-miyah,0.75,0.58,0.75,0.4,1,1,0.46,
1765,Horrible Mu-miyah,0.75,0.58,0.75,0.25,1,1,0.46,
1766,Stony Armoredillo,0.53,1,0.5,0.95,0.5,0.7,0.95,
1986,Water Wisp,1,1,1,0,0.55,0.4,0.8,
1987,Ghost Wisp,1,1,1,0,0.4,0.4,0.8,
1988,Dark Wisp,1,1,1,0,0.3,0.3,0.8,
1989,Shadow Wisp,1,1,1,0,0.3,0.3,0.8,
2186,Mosswart Shaman,0.7,0.8,0.8,0.8,1,0.6,1,
2223,Orcud the Beggar,1,1,1,1,1,1,1,
2224,Dinsmal the Beggar,1,1,1,1,1,1,1,
2225,Binthura the Beggar,1,1,1,1,1,1,1,
2439,Tumerok Fighter,1,1,1,1,1,1,1,
2442,Straw Drudge,1,1,1,1,1,1,1,
2443,Straw Phyntos Wasp,1,1,1,1,1,1,1,
2444,Straw Rat,1,1,1,1,1,1,1,
2481,Tumerok Priest,1,1,1,1,1,1,1,
2482,Tumerok Major,1,1,1,1,1,1,1,
2483,Tumerok Gladiator,1,1,1,1,1,1,1,
2484,Tumerok Taskmaster,1,1,1,1,1,1,1,
2485,Augmented Tumerok,1,1,1,1,1,1,1,
2486,Tumerok High Priest,1,1,1,1,1,1,1,
2487,Tumerok Worker,1,1,1,1,1,1,1,
2488,Tumerok Warrior,1,1,1,1,1,1,1,
2489,Tumerok Officer,1,1,1,1,1,1,1,
2490,High Tumerok,1,1,1,1,1,1,1,
2491,Tumerok Overlord,1,1,1,1,1,1,1,
2564,Freshwater Armoredillo,0.53,1,0.5,0.5,0.7,0.5,0.7,
2565,Shore Armoredillo,0.53,1,0.5,0.5,0.7,0.4,0.7,
2566,Black Rabbit,1,1,1,1,1,1,1,
2567,Brown Rabbit,1,1,1,1,1,1,1,
2568,White Rabbit,1,1,1,1,1.5,1,1,
2569,K'nath N'gell,0.75,0.86,0.58,0.75,1,1,1,
2570,K'nath S'tath,0.75,0.86,0.58,0.75,1,1,1,
2571,K'nath N'osaj,0.75,0.86,0.58,0.75,1,1,1,
2572,K'nath D'Nob,0.75,0.86,0.58,0.75,1,1,1,
2573,K'nath T'aed,0.75,0.86,0.58,0.75,1,1,1,
2574,Rough Monouga,0.6,0.9,0.45,1,0.45,0.75,0.55,
2575,Crude Monouga,0.52,0.9,0.45,1,0.45,0.75,0.46,
2576,Wild Monouga,0.52,0.9,0.45,1,0.45,0.75,0.46,
2577,Shallows Shark,0.85,1,0.85,0.52,1,0.45,0.85,
2578,Shallows Lurker,0.85,1,0.85,0.52,1,0.45,0.85,
2579,Shallows Slayer,0.85,1,0.85,0.52,1,0.45,0.85,
2580,White Mattekar,0.58,0.9,0.86,0.4,1,0.75,0.4,
2581,Snowy Mattekar,0.58,0.9,0.86,0.4,1,0.75,0.4,
2582,Great Mattekar,0.58,0.9,0.86,0.25,1,0.75,0.25,
2583,Se Sclavus,1,0.75,0.46,1,0.75,0.4,0.4,
2584,Aste Sclavus,1,0.75,0.46,1,0.75,0.4,0.4,
2585,Essa Sclavus,1,0.75,0.46,1,0.75,0.25,0.25,
2586,Sata Sclavus,1,0.75,0.46,1,0.75,0.25,0.25,
2607,Lilly of Glenden Wood,1,1,1,1,1,1,1,
2608,Jibrit Zefir,1,0.8,1,0.8,0.6,0.85,0.65,
2610,Kilif Zefir,1,0.8,1,0.8,0.6,0.85,0.65,
2611,Zofrit Zefir,1,0.8,1,0.8,0.6,0.85,0.65,
2612,Outcast Monouga,0.8,0.9,0.7,1,0.7,0.8,0.8,
3607,Tibri the Cavedweller,1,1,1,1,1,1,1,
3663,Skeleton,0.75,0.6,1,0.65,0.9,0.75,0.75,
3917,Collector,1,1,1,1,1,1,1,
3918,Collector,1,1,1,1,1,1,1,
3919,Jewel Collector,1,1,1,1,1,1,1,
3920,Collector,1,1,1,1,1,1,1,
3921,Stone Collector,1,1,1,1,1,1,1,
3922,Tumerok Collector,1,1,1,1,1,1,1,
3923,Wing Collector,1,1,1,1,1,1,1,
3924,Wing Collector,1,1,1,1,1,1,1,
3925,Ivory Crafter,1,1,1,1,1,1,1,
3926,Ivory Crafter,1,1,1,1,1,1,1,
3927,Obsidian Enchanter,1,1,1,1,1,1,1,
3928,Obsidian Enchantress,1,1,1,1,1,1,1,
3929,Obsidian Enchantress,1,1,1,1,1,1,1,
3930,Olthoi Hunter,1,1,1,1,1,1,1,
3931,Trophy Smith,1,1,1,1,1,1,1,
3932,Trophy Smith,1,1,1,1,1,1,1,
4055,Ri-Gau Shi,1,1,1,1,1,1,1,
4099,Tumerok Scout,1,1,1,1,1,1,1,
4100,Tumerok Warrior,1,1,1,1,1,1,1,
4101,Tumerok Fighter,1,1,1,1,1,1,1,
4102,Tumerok Gladiator,1,1,1,1,1,1,1,
4103,Tumerok Officer,1,1,1,1,1,1,1,
4104,High Tumerok,1,1,1,1,1,1,1,
4105,Tumerok Priest,1,1,1,1,1,1,1,
4106,Tumerok High Priest,1,1,1,1,1,1,1,
4107,Tumerok Worker,1,1,1,1,1,1,1,
4108,Gnawer Shreth,0.9,0.9,1,1.42,0.8,1,0.85,
4109,Carrion Shreth,0.8,0.8,1,1.42,0.8,1,0.85,
4110,Blood Shreth,0.58,0.75,1,1,0.5,1,0.6,
4111,Hunter Shreth,0.58,0.75,1,1,0.5,0.42,0.5,
4112,Vorous Shreth,0.58,0.75,1,1,0.5,0.42,0.5,
4119,Colossal Monouga,1,1,1,1,1,1,1,
4120,Safa bint Jusun,1,1,1,1,1,1,1,
4122,Le-Ai Rea,1,1,1,1,1,1,1,
4123,Tortured Soul,1,0.52,0.75,0.2,1,0.75,0.86,
4124,Lich Overseer,1,0.52,0.75,0.2,1,0.75,0.86,
4125,Pile O' Bones,0.75,0.6,1,0.65,0.9,0.75,0.75,
4126,Accursed Miner,0.75,0.6,1,0.65,0.9,0.75,0.75,
4127,Cursed Foreman,1,0.52,0.75,0.2,1,0.75,0.86,
4131,Tan Rat,0.6,1.6,1.6,0.6,2.1,0.85,0.85,
4132,Russet Rat,0.6,1.6,1.6,0.6,2.1,0.85,0.85,
4201,Drunken Madman,1,1,1,1,1,1,1,
4202,Grilhud the Hermit,1,1,1,1,1,1,1,
4212,Tremendous Monouga,0.75,0.75,0.75,0.75,0.75,0.75,0.75,
4213,Leather Crafter,1,1,1,1,1,1,1,
4214,Leather Crafter,1,1,1,1,1,1,1,
4215,Leather Crafter,1,1,1,1,1,1,1,
4216,Diamond Golem,0.33,0.67,1,0.5,0.5,0.5,0.5,
4217,Dark Revenant,1,0.52,0.75,0.1,1,0.75,0.86,
4242,Sharp Chittick,1,1,1,1,1,1,1,
4243,Horned Chittick,0.53,1,0.5,0.5,0.7,0.4,0.7,
4244,Stinging Chittick,0.6,1,0.5,0.7,0.65,1,0.65,
4245,Mite Snippet,0.7,0.8,0.8,0.75,1,1,0.8,
4246,Rank Moarsman,0.86,0.75,0.42,0.86,0.58,0.25,0.42,
4247,Foul Moarsman,0.86,0.75,0.42,0.86,0.58,0.25,0.42,
4248,Putrid Moarsman,0.86,0.75,0.42,0.86,0.58,0.25,0.42,
4249,Young Mosswart,0.8,0.8,0.8,0.8,1,0.8,1,
4250,Olthoi Worm,0.75,1,1,0.75,0.75,0.42,0.25,
4251,Olthoi Grub,0.75,1,1,0.75,0.75,0.42,0.25,
4252,Olthoi Crawler,0.75,1,1,0.75,0.75,0.42,0.25,
4253,Panumbris Shadow,1,0.5,0.67,0.1,1,0.2,0.5,
4254,Umbris Shadow,1,0.5,0.67,0.1,1,0.2,0.5,
4255,Malus Shreth,0.58,0.75,1,1.42,0.25,0.42,0.42,
4256,Slithis Tendril,0.86,0.42,0.42,0.25,0.86,0.42,0.25,
4257,Slithis Tentacle,0.86,0.42,0.42,0.25,0.86,0.42,0.25,
4258,Slithis Eye Stalk,0.86,0.58,0.25,0.25,0.86,0.58,0.13,
4259,Slithayr Tendril,0.86,0.42,0.42,0.25,0.86,0.42,0.25,
4260,Slithayr Tentacle,0.86,0.42,0.42,0.25,0.86,0.42,0.25,
4261,Slithayr Eye Stalk,0.86,0.58,0.25,0.25,0.86,0.58,0.13,
4262,Green Deru,1,1,1,1,1,1,1,
4263,Tall Deru,1,1,1,1,1,1,1,
4264,Full Deru,1,1,1,1,1,1,1,
4265,Old Deru,1,1,1,1,1,1,1,
4266,Old Bones,0.75,0.6,1,0.65,0.9,0.75,0.75,
4789,Obsidian Enchantress,1,1,1,1,1,1,1,
4794,Brentsella,1,1,1,1,1,1,1,
4795,Celcynd the Dour,1,1,1,1,1,1,1,
4796,Mindorla,1,1,1,1,1,1,1,
4897,Guardian of the Crypt,0.58,0.3,1,0.4,0.9,0.42,0.4,
4984,Gelidite Acolyte,1,0.52,0.75,0.1,1,0.75,0.86,
4985,Frost Mattekar,0.58,0.9,0.86,0.4,1,0.75,0.4,
4986,Gelidite Initiate,1,0.52,0.75,0.1,1,0.75,0.86,
4987,Undead,1,0.52,0.75,0.1,1,0.75,0.86,
4991,Fenngar,1,0.52,0.75,0,1,0.75,0.86,
4992,Ferundi,1,0.52,0.75,0,1,0.75,0.86,
4993,Frisander,1,0.52,0.75,0,1,0.75,0.86,
5020,Felscuda,1,1,1,1,1,1,1,
5024,Raxanza Folthid,1,1,1,1,1,1,1,
5025,Aste Sclavus,1,0.75,0.46,1,0.75,0.4,0.4,
5033,Flinrala Ryndmad,1,1,1,1,1,1,1,
5035,Worcer,1,1,1,1,1,1,1,
5046,Lord Aleval,1,1,1,1,1,1,1,
5047,Beltslora,1,1,1,1,1,1,1,
5048,Ercel,1,1,1,1,1,1,1,
5063,Dai Ya the Scholar,1,1,1,1,1,1,1,
5064,Lou Ei ,1,1,1,1,1,1,1,
5065,Te Ven,1,1,1,1,1,1,1,
5091,Greeter,1,1,1,1,1,1,1,
5092,Greeter,1,1,1,1,1,1,1,
5093,Greeter,1,1,1,1,1,1,1,
5094,Training Master,1,1,1,1,1,1,1,
5095,Training Master,1,1,1,1,1,1,1,
5096,Training Master,1,1,1,1,1,1,1,
5119,Inuo KonKou,1,1,1,1,1,1,1,
5120,Ji Ra Ping ,1,1,1,1,1,1,1,
5121,Shin Ro,1,1,1,1,1,1,1,
5122,Wa Shi,1,1,1,1,1,1,1,
5137,Rubid al-Jurma,1,1,1,1,1,1,1,
5138,Saqat,1,1,1,1,1,1,1,
5152,Jilsaya bint Dah,1,1,1,1,1,1,1,
5153,Nurbaha bint Dah,1,1,1,1,1,1,1,
5154,Sarqah bint Ak,1,1,1,1,1,1,1,
5165,Drudge Slinker,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
5177,Ahyara,1,1,1,1,1,1,1,
5178,Lubziklan al-Luq,1,1,1,1,1,1,1,
5179,Mara al-Luq,1,1,1,1,1,1,1,
5180,Nasun ibn Tifar,1,1,1,1,1,1,1,
5193,Oi-Tong Ye ,1,1,1,1,1,1,1,
5195,Lou Ka,1,1,1,1,1,1,1,
5196,Wounded Drudge Skulker,1,1,1,1,1,1,1,
5197,Nen Ai,1,1,1,1,1,1,1,
5365,Akyafi ibn Sumwar,1,1,1,1,1,1,1,
5366,Ma'yad ibn Ibsar,1,1,1,1,1,1,1,
5369,Undead,1,0.7,0.75,0.4,1,0.75,0.86,
5370,Drudge Prowler,1,1,1,1,1,1,1,
5429,Desert Rabbit,1,1,1,1,1,1,1,
5430,Shadowy Warrior,1,0.5,0.67,0.1,1,0.2,0.5,
5497,Virindi Director,1,1,1,0.5,1,1,0.5,
5542,Harlune the Misanthrope,1,1,1,1,1,1,1,
5595,Drudge Skulker,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
5596,Drudge Prowler,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
5597,Banderling Scout,0.76,0.65,0.5,0.76,1,0.65,1,
5598,Banderling Raver,0.76,0.65,0.5,0.76,1,0.65,1,
5599,Female Tusker,0.42,1,0.75,0.75,1,0.75,0.4,
5600,Goldenback Tusker,0.42,1,0.75,0.75,1,0.75,0.25,
5636,Dizah ibn Nadqab,1,1,1,1,1,1,1,
5644,Lady Tallial,1,1,1,1,1,1,1,
5656,Lord Kelannik,0.6,0.3,0.9,0.3,1,0.4,0.4,
5658,Banderling Captain,0.76,0.65,0.5,0.76,1,0.65,1,
5659,Lord Rytheran,1,1,1,1,1,1,1,
5669,Kilif Zefir,1,0.8,1,0.8,0.6,0.85,0.65,
5682,Charred Skeleton,0.58,0.4,1,0.5,0.75,0.6,0.5,
5683,Seared Skeleton,0.58,0.25,1,0.3,0.75,0.42,0.4,
5684,Foreman Brelax,0.58,0.25,1,0.3,0.75,0.42,0.4,
5685,Lord Cambarth,0.58,0.25,1,0.3,0.75,0.42,0.4,
5686,Virindi Master,1,1,1,0.5,1,1,0.5,
5687,Alfrega the Reedshark,0.6,0.75,1,0.66,1,1,0.75,
5693,Bretself the Translator,1,1,1,1,1,1,1,
5695,Kuyiza bint Zayi the Translator,1,1,1,1,1,1,1,
5705,Flicker,0.65,0.65,0.65,1.1,0,0.65,0.65,
5710,Flare,0.65,0.65,0.65,1.1,0,0.65,0.65,
5711,Flamma,0.45,0.45,0.45,0.65,0,0.3,0.3,
5712,Inferno,0.45,0.45,0.45,0.65,0,0.3,0.3,
5748,Fire Wisp,1,1,0.18,0.18,0,0.75,0.18,
5750,Skeleton,0.75,0.6,1,0.65,0.9,0.75,0.75,
5751,Ice Golem (NEW),0.83,0.83,0.8,0,1,0.83,0.8,
5752,Olthoi Noble,0.75,1,1,0.75,0.75,0.42,0.25,
5760,Chilly the Snowman,1,1,1,0,1,1,1,
5761,Snowman,1,1,1,0,1,1,1,
5763,Tazal al-Ashfai,1,1,1,1,1,1,1,
5766,Snowman,0.8,0.51,0.8,0,1,0.8,0.8,
5771,Lag Beast,1,1,1,0,0.3,0.3,0.8,
5772,Town Crier,1,1,1,1,1,1,1,
5773,Town Crier,1,1,1,1,1,1,1,
5774,Town Crier,1,1,1,1,1,1,1,
5775,Town Crier,1,1,1,1,1,1,1,
5776,Town Crier,1,1,1,1,1,1,1,
5777,Town Crier,1,1,1,1,1,1,1,
5836,Karwin; the Lunatic,1,1,1,1,1,1,1,
5837,Gwillim; the Apprentice,1,1,1,1,1,1,1,
5838,Jourgensson,1,1,1,1,1,1,1,
5839,MacDugal,1,1,1,1,1,1,1,
5867,Frisirth,1,0.52,0.75,0.1,1,0.75,0.86,
5868,Gelidite Lord,0.9,0.52,0.75,0.1,0.9,0.75,0.86,
5869,Sir Joffre Tremblant,1,0.52,0.75,0.1,1,0.75,0.86,
5874,Mairisa bint Fuda,1,1,1,1,1,1,1,
5890,Hoary Mattekar,0.58,0.9,0.86,0.25,1,0.75,0.25,
5891,The Great Work,1,1,1,0.65,0,0.3,1,
5898,Yi Yo-Jin,1,1,1,1,1,1,1,
5921,Impious Lichen High Priest,1,0.5,0.7,0.2,1,0.7,0.6,
5922,Impious Lichen Priest,1,0.5,0.7,0.2,1,0.7,0.6,
5931,Impious Occasus Guardian,0.5,0.4,0.9,0.5,1,0.6,0.7,
5932,Impious Superna Guardian,0.5,0.4,0.9,0.5,0.7,0.6,1,
5933,Impious Inferus Guardian,0.5,0.4,0.9,1,0.5,0.6,0.7,
5934,Impious Mortuus Guardian,0.5,0.4,0.9,0.5,0.7,1,0.6,
5941,Chan the Shady,1,1,1,1,1,1,1,
5942,Dave the Shady,1,1,1,1,1,1,1,
