# What each enchantment changes on whatever it lands on.
# spell_id,mod_type,mod_key,mod_val,name
# mod_type is the server's EnchantmentTypeFlags word; its low byte says
# what kind of statistic (1 attribute, 2 vital, 4 int, 8 float, 0x10
# skill, 0x80 body armour) and mod_key which one (a skill id, an
# attribute id, a float property such as a resistance). The name is
# there to read by; the client matches on the id.
# Regenerate with reference/scripts/data/spell_effects.sh (reads the
# ACE world database, the community's reconstruction of retail's server
# data; the client's SpellTable does not carry the effect).
226,20488,5,0.71,Mana Depletion Self III
227,20488,5,0.65,Mana Depletion Self IV
228,20488,5,0.59,Mana Depletion Self V
229,20488,5,0.54,Mana Depletion Self VI
230,36880,6,-15,Vulnerability Other II
231,36880,6,-20,Vulnerability Other III
232,36880,6,-25,Vulnerability Other IV
233,36880,6,-30,Vulnerability Other V
234,36880,6,-35,Vulnerability Other VI
235,36880,6,-15,Vulnerability Self II
236,36880,6,-20,Vulnerability Self III
237,36880,6,-25,Vulnerability Self IV
238,36880,6,-30,Vulnerability Self V
239,36880,6,-35,Vulnerability Self VI
240,36880,6,15,Invulnerability Other II
241,36880,6,20,Invulnerability Other III
242,36880,6,25,Invulnerability Other IV
243,36880,6,30,Invulnerability Other V
244,36880,6,35,Invulnerability Other VI
245,36880,6,15,Invulnerability Self II
246,36880,6,20,Invulnerability Self III
247,36880,6,25,Invulnerability Self IV
248,36880,6,30,Invulnerability Self V
249,36880,6,35,Invulnerability Self VI
250,36880,7,10,Impregnability Other I
251,36880,7,15,Impregnability Other II
252,36880,7,20,Impregnability Other III
253,36880,7,25,Impregnability Other IV
254,36880,7,30,Impregnability Other V
255,36880,7,35,Impregnability Other VI
256,36880,7,10,Impregnability Self I
257,36880,7,15,Impregnability Self II
258,36880,7,20,Impregnability Self III
259,36880,7,25,Impregnability Self IV
260,36880,7,30,Impregnability Self V
261,36880,7,35,Impregnability Self VI
262,36880,7,-10,Defenselessness Other I
263,36880,7,-15,Defenselessness Other II
264,36880,7,-20,Defenselessness Other III
265,36880,7,-25,Defenselessness Other IV
266,36880,7,-30,Defenselessness Other V
267,36880,7,-35,Defenselessness Other VI
268,36880,15,10,Magic Resistance Other I
269,36880,15,15,Magic Resistance Other II
270,36880,15,20,Magic Resistance Other III
271,36880,15,25,Magic Resistance Other IV
272,36880,15,30,Magic Resistance Other V
273,36880,15,35,Magic Resistance Other VI
274,36880,15,10,Magic Resistance Self I
275,36880,15,15,Magic Resistance Self II
276,36880,15,20,Magic Resistance Self III
277,36880,15,25,Magic Resistance Self IV
278,36880,15,30,Magic Resistance Self V
279,36880,15,35,Magic Resistance Self VI
280,36880,15,-10,Magic Yield Other I
281,36880,15,-15,Magic Yield Other II
282,36880,15,-20,Magic Yield Other III
283,36880,15,-25,Magic Yield Other IV
284,36880,15,-30,Magic Yield Other V
285,36880,15,-35,Magic Yield Other VI
286,36880,15,-10,Magic Yield Self I
287,36880,15,-15,Magic Yield Self II
288,36880,15,-20,Magic Yield Self III
289,36880,15,-25,Magic Yield Self IV
290,36880,15,-30,Magic Yield Self V
291,36880,15,-35,Magic Yield Self VI
292,36880,45,10,Light Weapon Mastery Other I
293,36880,45,15,Light Weapon Mastery Other II
294,36880,45,20,Light Weapon Mastery Other III
295,36880,45,25,Light Weapon Mastery Other IV
296,36880,45,30,Light Weapon Mastery Other V
297,36880,45,35,Light Weapon Mastery Other VI
298,36880,45,10,Light Weapon Mastery Self I
299,36880,45,15,Light Weapon Mastery Self II
300,36880,45,20,Light Weapon Mastery Self III
301,36880,45,25,Light Weapon Mastery Self IV
302,36880,45,30,Light Weapon Mastery Self V
303,36880,45,35,Light Weapon Mastery Self VI
304,36880,45,-10,Light Weapon Ineptitude Other I
305,36880,45,-15,Light Weapon Ineptitude Other II
306,36880,45,-20,Light Weapon Ineptitude Other III
307,36880,45,-25,Light Weapon Ineptitude Other IV
308,36880,45,-30,Light Weapon Ineptitude Other V
309,36880,45,-35,Light Weapon Ineptitude Other VI
310,36880,45,-10,Light Weapon Ineptitude Self I
311,36880,45,-15,Light Weapon Ineptitude Self II
312,36880,45,-20,Light Weapon Ineptitude Self III
313,36880,45,-25,Light Weapon Ineptitude Self IV
314,36880,45,-30,Light Weapon Ineptitude Self V
315,36880,45,-35,Light Weapon Ineptitude Self VI
316,36880,46,10,Finesse Weapon Mastery Other I
317,36880,46,15,Finesse Weapon Mastery Other II
318,36880,46,20,Finesse Weapon Mastery Other III
319,36880,46,25,Finesse Weapon Mastery Other IV
320,36880,46,30,Finesse Weapon Mastery Other V
321,36880,46,35,Finesse Weapon Mastery Other VI
322,36880,46,10,Finesse Weapon Mastery Self I
323,36880,46,15,Finesse Weapon Mastery Self II
324,36880,46,20,Finesse Weapon Mastery Self III
325,36880,46,25,Finesse Weapon Mastery Self IV
326,36880,46,30,Finesse Weapon Mastery Self V
327,36880,46,35,Finesse Weapon Mastery Self VI
328,36880,46,-10,Finesse Weapon Ineptitude Other I
329,36880,46,-15,Finesse Weapon Ineptitude Other II
330,36880,46,-20,Finesse Weapon Ineptitude Other III
331,36880,46,-25,Finesse Weapon Ineptitude Other IV
332,36880,46,-30,Finesse Weapon Ineptitude Other V
333,36880,46,-35,Finesse Weapon Ineptitude Other VI
334,36880,46,-10,Finesse Weapon Ineptitude Self I
335,36880,46,-15,Finesse Weapon Ineptitude Self II
336,36880,46,-20,Finesse Weapon Ineptitude Self III
337,36880,46,-25,Finesse Weapon Ineptitude Self IV
338,36880,46,-30,Finesse Weapon Ineptitude Self V
339,36880,46,-35,Finesse Weapon Ineptitude Self VI
340,36880,45,10,Light Weapon Mastery Other I
341,36880,45,15,Light Weapon Mastery Other II
342,36880,45,20,Light Weapon Mastery Other III
343,36880,45,25,Light Weapon Mastery Other IV
344,36880,45,30,Light Weapon Mastery Other V
345,36880,45,35,Light Weapon Mastery Other VI
346,36880,45,10,Light Weapon Mastery Self I
347,36880,45,15,Light Weapon Mastery Self II
348,36880,45,20,Light Weapon Mastery Self III
349,36880,45,25,Light Weapon Mastery Self IV
350,36880,45,30,Light Weapon Mastery Self V
351,36880,45,35,Light Weapon Mastery Self VI
352,36880,45,-10,Light Weapon Ineptitude Other I
353,36880,45,-15,Light Weapon Ineptitude Other II
354,36880,45,-20,Light Weapon Ineptitude Other III
355,36880,45,-25,Light Weapon Ineptitude Other IV
356,36880,45,-30,Light Weapon Ineptitude Other V
357,36880,45,-35,Light Weapon Ineptitude Other VI
358,36880,45,-10,Light Weapon Ineptitude Self I
359,36880,45,-15,Light Weapon Ineptitude Self II
360,36880,45,-20,Light Weapon Ineptitude Self III
361,36880,45,-25,Light Weapon Ineptitude Self IV
362,36880,45,-30,Light Weapon Ineptitude Self V
363,36880,45,-35,Light Weapon Ineptitude Self VI
364,36880,45,10,Light Weapon Mastery Other I
365,36880,45,15,Light Weapon Mastery Other II
366,36880,45,20,Light Weapon Mastery Other III
367,36880,45,25,Light Weapon Mastery Other IV
368,36880,45,30,Light Weapon Mastery Other V
369,36880,45,35,Light Weapon Mastery Other VI
370,36880,45,10,Light Weapon Mastery Self I
371,36880,45,15,Light Weapon Mastery Self II
372,36880,45,20,Light Weapon Mastery Self III
373,36880,45,25,Light Weapon Mastery Self IV
374,36880,45,30,Light Weapon Mastery Self V
375,36880,45,35,Light Weapon Mastery Self VI
376,36880,45,-10,Light Weapon Ineptitude Other I
377,36880,45,-15,Light Weapon Ineptitude Other II
378,36880,45,-20,Light Weapon Ineptitude Other III
379,36880,45,-25,Light Weapon Ineptitude Other IV
380,36880,45,-30,Light Weapon Ineptitude Other V
381,36880,45,-35,Light Weapon Ineptitude Other VI
382,36880,45,-10,Light Weapon Ineptitude Self I
383,36880,45,-15,Light Weapon Ineptitude Self II
384,36880,45,-20,Light Weapon Ineptitude Self III
385,36880,45,-25,Light Weapon Ineptitude Self IV
386,36880,45,-30,Light Weapon Ineptitude Self V
387,36880,45,-35,Light Weapon Ineptitude Self VI
388,36880,45,10,Light Weapon Mastery Other I
389,36880,45,15,Light Weapon Mastery Other II
390,36880,45,20,Light Weapon Mastery Other III
391,36880,45,25,Light Weapon Mastery Other IV
392,36880,45,30,Light Weapon Mastery Other V
393,36880,45,35,Light Weapon Mastery Other VI
394,36880,45,10,Light Weapon Mastery Self I
395,36880,45,15,Light Weapon Mastery Self II
396,36880,45,20,Light Weapon Mastery Self III
397,36880,45,25,Light Weapon Mastery Self IV
398,36880,45,30,Light Weapon Mastery Self V
399,36880,45,35,Light Weapon Mastery Self VI
400,36880,45,-10,Light Weapon Ineptitude Other I
401,36880,45,-15,Light Weapon Ineptitude Other II
402,36880,45,-20,Light Weapon Ineptitude Other III
403,36880,45,-25,Light Weapon Ineptitude Other IV
404,36880,45,-30,Light Weapon Ineptitude Other V
405,36880,45,-35,Light Weapon Ineptitude Other VI
406,36880,45,-10,Light Weapon Ineptitude Self I
407,36880,45,-15,Light Weapon Ineptitude Self II
408,36880,45,-20,Light Weapon Ineptitude Self III
409,36880,45,-25,Light Weapon Ineptitude Self IV
410,36880,45,-30,Light Weapon Ineptitude Self V
411,36880,45,-35,Light Weapon Ineptitude Self VI
412,36880,44,10,Heavy Weapon Mastery Other I
413,36880,44,15,Heavy Weapon Mastery Other II
414,36880,44,20,Heavy Weapon Mastery Other III
415,36880,44,25,Heavy Weapon Mastery Other IV
416,36880,44,30,Heavy Weapon Mastery Other V
417,36880,44,35,Heavy Weapon Mastery Other VI
418,36880,44,10,Heavy Weapon Mastery Self I
419,36880,44,15,Heavy Weapon Mastery Self II
420,36880,44,20,Heavy Weapon Mastery Self III
421,36880,44,25,Heavy Weapon Mastery Self IV
422,36880,44,30,Heavy Weapon Mastery Self V
423,36880,44,35,Heavy Weapon Mastery Self VI
424,36880,44,-10,Heavy Weapon Ineptitude Other I
425,36880,44,-15,Heavy Weapon Ineptitude Other II
426,36880,44,-20,Heavy Weapon Ineptitude Other III
427,36880,44,-25,Heavy Weapon Ineptitude Other IV
428,36880,44,-30,Heavy Weapon Ineptitude Other V
429,36880,44,-35,Heavy Weapon Ineptitude Other VI
430,36880,44,-10,Heavy Weapon Ineptitude Self I
431,36880,44,-15,Heavy Weapon Ineptitude Self II
432,36880,44,-20,Heavy Weapon Ineptitude Self III
433,36880,44,-25,Heavy Weapon Ineptitude Self IV
435,36880,44,-30,Heavy Weapon Ineptitude Self V
436,36880,44,-35,Heavy Weapon Ineptitude Self VI
437,36880,45,10,Light Weapon Mastery Other I
438,36880,45,15,Light Weapon Mastery Other II
439,36880,45,20,Light Weapon Mastery Other III
440,36880,45,25,Light Weapon Mastery Other IV
441,36880,45,30,Light Weapon Mastery Other V
442,36880,45,35,Light Weapon Mastery Other VI
443,36880,45,10,Light Weapon Mastery Self I
444,36880,45,15,Light Weapon Mastery Self II
445,36880,45,20,Light Weapon Mastery Self III
446,36880,45,25,Light Weapon Mastery Self IV
447,36880,45,30,Light Weapon Mastery Self V
448,36880,45,35,Light Weapon Mastery Self VI
449,36880,45,-10,Light Weapon Ineptitude Other I
450,36880,45,-15,Light Weapon Ineptitude Other II
451,36880,45,-20,Light Weapon Ineptitude Other III
452,36880,45,-25,Light Weapon Ineptitude Other IV
453,36880,45,-30,Light Weapon Ineptitude Other V
454,36880,45,-35,Light Weapon Ineptitude Other VI
455,36880,45,-10,Light Weapon Ineptitude Self I
456,36880,45,-15,Light Weapon Ineptitude Self II
457,36880,45,-20,Light Weapon Ineptitude Self III
458,36880,45,-25,Light Weapon Ineptitude Self IV
459,36880,45,-30,Light Weapon Ineptitude Self V
460,36880,45,-35,Light Weapon Ineptitude Self VI
461,36880,47,10,Missile Weapon Mastery Other I
462,36880,47,15,Missile Weapon Mastery Other II
463,36880,47,20,Missile Weapon Mastery Other III
464,36880,47,25,Missile Weapon Mastery Other IV
465,36880,47,30,Missile Weapon Mastery Other V
466,36880,47,35,Missile Weapon Mastery Other VI
467,36880,47,10,Missile Weapon Mastery Self I
468,36880,47,15,Missile Weapon Mastery Self II
469,36880,47,20,Missile Weapon Mastery Self III
470,36880,47,25,Missile Weapon Mastery Self IV
471,36880,47,30,Missile Weapon Mastery Self V
472,36880,47,35,Missile Weapon Mastery Self VI
473,36880,47,-10,Missile Weapon Ineptitude Other I
474,36880,47,-15,Missile Weapon Ineptitude Other II
475,36880,47,-20,Missile Weapon Ineptitude Other III
476,36880,47,-25,Missile Weapon Ineptitude Other IV
477,36880,47,-30,Missile Weapon Ineptitude Other V
478,36880,47,-35,Missile Weapon Ineptitude Other VI
479,36880,47,-10,Missile Weapon Ineptitude Self I
480,36880,47,-15,Missile Weapon Ineptitude Self II
481,36880,47,-20,Missile Weapon Ineptitude Self III
482,36880,47,-25,Missile Weapon Ineptitude Self IV
483,36880,47,-30,Missile Weapon Ineptitude Self V
484,36880,47,-35,Missile Weapon Ineptitude Self VI
485,36880,47,10,Missile Weapon Mastery Other I
486,36880,47,15,Missile Weapon Mastery Other II
487,36880,47,20,Missile Weapon Mastery Other III
488,36880,47,25,Missile Weapon Mastery Other IV
489,36880,47,30,Missile Weapon Mastery Other V
490,36880,47,35,Missile Weapon Mastery Other VI
491,36880,47,10,Missile Weapon Mastery Self I
492,36880,47,15,Missile Weapon Mastery Self II
493,36880,47,20,Missile Weapon Mastery Self III
494,36880,47,25,Missile Weapon Mastery Self IV
495,36880,47,30,Missile Weapon Mastery Self V
496,36880,47,35,Missile Weapon Mastery Self VI
497,36880,47,-10,Missile Weapon Ineptitude Other I
498,36880,47,-15,Missile Weapon Ineptitude Other II
499,36880,47,-20,Missile Weapon Ineptitude Other III
500,36880,47,-25,Missile Weapon Ineptitude Other IV
501,36880,47,-30,Missile Weapon Ineptitude Other V
502,36880,47,-35,Missile Weapon Ineptitude Other VI
503,36880,47,-10,Missile Weapon Ineptitude Self I
504,36880,47,-15,Missile Weapon Ineptitude Self II
505,36880,47,-20,Missile Weapon Ineptitude Self III
506,36880,47,-25,Missile Weapon Ineptitude Self IV
507,36880,47,-30,Missile Weapon Ineptitude Self V
508,36880,47,-35,Missile Weapon Ineptitude Self VI
509,20488,69,0.91,Acid Protection Other I
510,20488,69,0.8,Acid Protection Other II
511,20488,69,0.67,Acid Protection Other III
512,20488,69,0.57,Acid Protection Other IV
513,20488,69,0.5,Acid Protection Other V
514,20488,69,0.4,Acid Protection Other VI
515,20488,69,0.91,Acid Protection Self I
516,20488,69,0.8,Acid Protection Self II
517,20488,69,0.67,Acid Protection Self III
518,20488,69,0.57,Acid Protection Self IV
519,20488,69,0.5,Acid Protection Self V
520,20488,69,0.4,Acid Protection Self VI
521,20488,69,1.1,Acid Vulnerability Other I
522,20488,69,1.25,Acid Vulnerability Other II
523,20488,69,1.5,Acid Vulnerability Other III
524,20488,69,1.75,Acid Vulnerability Other IV
525,20488,69,2,Acid Vulnerability Other V
526,20488,69,2.5,Acid Vulnerability Other VI
527,20488,69,1.1,Acid Vulnerability Self I
528,20488,69,1.25,Acid Vulnerability Self II
529,20488,69,1.5,Acid Vulnerability Self III
530,20488,69,1.75,Acid Vulnerability Self IV
531,20488,69,2,Acid Vulnerability Self V
532,20488,69,2.5,Acid Vulnerability Self VI
533,36880,47,10,Missile Weapon Mastery Other I
534,36880,47,15,Missile Weapon Mastery Other II
535,36880,47,20,Missile Weapon Mastery Other III
536,36880,47,25,Missile Weapon Mastery Other IV
537,36880,47,30,Missile Weapon Mastery Other V
538,36880,47,35,Missile Weapon Mastery Other VI
539,36880,47,10,Missile Weapon Mastery Self I
540,36880,47,15,Missile Weapon Mastery Self II
541,36880,47,20,Missile Weapon Mastery Self III
542,36880,47,25,Missile Weapon Mastery Self IV
543,36880,47,30,Missile Weapon Mastery Self V
544,36880,47,35,Missile Weapon Mastery Self VI
545,36880,47,-10,Missile Weapon Ineptitude Other I
546,36880,47,-15,Missile Weapon Ineptitude Other II
547,36880,47,-20,Missile Weapon Ineptitude Other III
548,36880,47,-25,Missile Weapon Ineptitude Other IV
549,36880,47,-30,Missile Weapon Ineptitude Other V
550,36880,47,-35,Missile Weapon Ineptitude Other VI
551,36880,47,-10,Missile Weapon Ineptitude Self I
552,36880,47,-15,Missile Weapon Ineptitude Self II
553,36880,47,-20,Missile Weapon Ineptitude Self III
554,36880,47,-25,Missile Weapon Ineptitude Self IV
555,36880,47,-30,Missile Weapon Ineptitude Self V
556,36880,47,-35,Missile Weapon Ineptitude Self VI
557,36880,31,10,Creature Enchantment Mastery Self I
558,36880,31,15,Creature Enchantment Mastery Self II
559,36880,31,20,Creature Enchantment Mastery Self III
560,36880,31,25,Creature Enchantment Mastery Self IV
561,36880,31,30,Creature Enchantment Mastery Self V
562,36880,31,35,Creature Enchantment Mastery Self VI
563,36880,31,10,Creature Enchantment Mastery Other I
564,36880,31,15,Creature Enchantment Mastery Other II
565,36880,31,20,Creature Enchantment Mastery Other III
566,36880,31,25,Creature Enchantment Mastery Other IV
567,36880,31,30,Creature Enchantment Mastery Other V
568,36880,31,35,Creature Enchantment Mastery Other VI
569,36880,31,-10,Creature Enchantment Ineptitude Other I
570,36880,31,-15,Creature Enchantment Ineptitude Other II
571,36880,31,-20,Creature Enchantment Ineptitude Other III
572,36880,31,-25,Creature Enchantment Ineptitude Other IV
573,36880,31,-30,Creature Enchantment Ineptitude Other V
574,36880,31,-35,Creature Enchantment Ineptitude Other VI
575,36880,31,-10,Creature Enchantment Ineptitude Self I
576,36880,31,-15,Creature Enchantment Ineptitude Self II
577,36880,31,-20,Creature Enchantment Ineptitude Self III
578,36880,31,-25,Creature Enchantment Ineptitude Self IV
579,36880,31,-30,Creature Enchantment Ineptitude Self V
580,36880,31,-35,Creature Enchantment Ineptitude Self VI
581,36880,32,10,Item Enchantment Mastery Self I
582,36880,32,15,Item Enchantment Mastery Self II
583,36880,32,20,Item Enchantment Mastery Self III
584,36880,32,25,Item Enchantment Mastery Self IV
585,36880,32,30,Item Enchantment Mastery Self V
586,36880,32,35,Item Enchantment Mastery Self VI
587,36880,32,10,Item Enchantment Mastery Other I
588,36880,32,15,Item Enchantment Mastery Other II
589,36880,32,20,Item Enchantment Mastery Other III
590,36880,32,25,Item Enchantment Mastery Other IV
591,36880,32,30,Item Enchantment Mastery Other V
592,36880,32,35,Item Enchantment Mastery Other VI
593,36880,32,-10,Item Enchantment Ineptitude Other I
594,36880,32,-15,Item Enchantment Ineptitude Other II
595,36880,32,-20,Item Enchantment Ineptitude Other III
596,36880,32,-25,Item Enchantment Ineptitude Other IV
597,36880,32,-30,Item Enchantment Ineptitude Other V
598,36880,32,-35,Item Enchantment Ineptitude Other VI
599,36880,32,-10,Item Enchantment Ineptitude Self I
600,36880,32,-15,Item Enchantment Ineptitude Self II
601,36880,32,-20,Item Enchantment Ineptitude Self III
602,36880,32,-25,Item Enchantment Ineptitude Self IV
603,36880,32,-30,Item Enchantment Ineptitude Self V
604,36880,32,-35,Item Enchantment Ineptitude Self VI
605,36880,33,10,Life Magic Mastery Self I
606,36880,33,15,Life Magic Mastery Self II
607,36880,33,20,Life Magic Mastery Self III
608,36880,33,25,Life Magic Mastery Self IV
609,36880,33,30,Life Magic Mastery Self V
610,36880,33,35,Life Magic Mastery Self VI
611,36880,33,10,Life Magic Mastery Other I
612,36880,33,15,Life Magic Mastery Other II
613,36880,33,20,Life Magic Mastery Other III
614,36880,33,25,Life Magic Mastery Other IV
615,36880,33,30,Life Magic Mastery Other V
616,36880,33,35,Life Magic Mastery Other VI
617,36880,33,-10,Life Magic Ineptitude Self I
618,36880,33,-15,Life Magic Ineptitude Self II
619,36880,33,-20,Life Magic Ineptitude Self III
620,36880,33,-25,Life Magic Ineptitude Self IV
621,36880,33,-30,Life Magic Ineptitude Self V
622,36880,33,-35,Life Magic Ineptitude Self VI
623,36880,33,-10,Life Magic Ineptitude Other I
624,36880,33,-15,Life Magic Ineptitude Other II
625,36880,33,-20,Life Magic Ineptitude Other III
626,36880,33,-25,Life Magic Ineptitude Other IV
627,36880,33,-30,Life Magic Ineptitude Other V
628,36880,33,-35,Life Magic Ineptitude Other VI
629,36880,34,10,War Magic Mastery Self I
630,36880,34,15,War Magic Mastery Self II
631,36880,34,20,War Magic Mastery Self III
632,36880,34,25,War Magic Mastery Self IV
633,36880,34,30,War Magic Mastery Self V
634,36880,34,35,War Magic Mastery Self VI
635,36880,34,10,War Magic Mastery Other I
636,36880,34,15,War Magic Mastery Other II
637,36880,34,20,War Magic Mastery Other III
638,36880,34,25,War Magic Mastery Other IV
639,36880,34,30,War Magic Mastery Other V
640,36880,34,35,War Magic Mastery Other VI
641,36880,34,-10,War Magic Ineptitude Self I
642,36880,34,-15,War Magic Ineptitude Self II
643,36880,34,-20,War Magic Ineptitude Self III
644,36880,34,-25,War Magic Ineptitude Self IV
645,36880,34,-30,War Magic Ineptitude Self V
646,36880,34,-35,War Magic Ineptitude Self VI
647,36880,34,-10,War Magic Ineptitude Other I
648,36880,34,-15,War Magic Ineptitude Other II
649,36880,34,-20,War Magic Ineptitude Other III
650,36880,34,-25,War Magic Ineptitude Other IV
651,36880,34,-30,War Magic Ineptitude Other V
652,36880,34,-35,War Magic Ineptitude Other VI
653,36880,16,10,Mana Conversion Mastery Self I
654,36880,16,15,Mana Conversion Mastery Self II
655,36880,16,20,Mana Conversion Mastery Self III
656,36880,16,25,Mana Conversion Mastery Self IV
657,36880,16,30,Mana Conversion Mastery Self V
658,36880,16,35,Mana Conversion Mastery Self VI
659,36880,16,10,Mana Conversion Mastery Other I
660,36880,16,15,Mana Conversion Mastery Other II
661,36880,16,20,Mana Conversion Mastery Other III
662,36880,16,25,Mana Conversion Mastery Other IV
663,36880,16,30,Mana Conversion Mastery Other V
664,36880,16,35,Mana Conversion Mastery Other VI
665,36880,16,-10,Mana Conversion Ineptitude Self I
666,10510354,0,1,Vitae
667,36880,16,-15,Mana Conversion Ineptitude Self II
668,36880,16,-20,Mana Conversion Ineptitude Self III
669,36880,16,-25,Mana Conversion Ineptitude Self IV
670,36880,16,-30,Mana Conversion Ineptitude Self V
671,36880,16,-35,Mana Conversion Ineptitude Self VI
672,36880,16,-10,Mana Conversion Ineptitude Other I
673,36880,16,-15,Mana Conversion Ineptitude Other II
674,36880,16,-20,Mana Conversion Ineptitude Other III
675,36880,16,-25,Mana Conversion Ineptitude Other IV
676,36880,16,-30,Mana Conversion Ineptitude Other V
677,36880,16,-35,Mana Conversion Ineptitude Other VI
678,36880,14,10,Arcane Enlightenment Self I
679,36880,14,15,Arcane Enlightenment Self II
680,36880,14,20,Arcane Enlightenment Self III
681,36880,14,25,Arcane Enlightenment Self IV
682,36880,14,30,Arcane Enlightenment Self V
683,36880,14,35,Arcane Enlightenment Self VI
684,36880,14,10,Arcane Enlightenment Other I
685,36880,14,15,Arcane Enlightenment Other II
686,36880,14,20,Arcane Enlightenment Other III
687,36880,14,25,Arcane Enlightenment Other IV
688,36880,14,30,Arcane Enlightenment Other V
689,36880,14,35,Arcane Enlightenment Other VI
690,36880,14,-10,Arcane Benightedness Self I
691,36880,14,-15,Arcane Benightedness Self II
692,36880,14,-20,Arcane Benightedness Self III
693,36880,14,-25,Arcane Benightedness Self IV
694,36880,14,-30,Arcane Benightedness Self V
695,36880,14,-35,Arcane Benightedness Self VI
696,36880,14,-10,Arcane Benightedness Other I
697,36880,14,-15,Arcane Benightedness Other II
698,36880,14,-20,Arcane Benightedness Other III
699,36880,14,-25,Arcane Benightedness Other IV
700,36880,14,-30,Arcane Benightedness Other V
701,36880,14,-35,Arcane Benightedness Other VI
702,36880,29,10,Armor Tinkering Expertise Self I
703,36880,29,15,Armor Tinkering Expertise Self II
