# Hunting grounds of Dereth: the outdoor landblocks where monsters spawn.
# landblock,x,y,count,min_level,max_level,level,name
# The landblock is hex; x/y are the average spawn point, local to it.
# count is the number of spawn entries, min/max the level range among
# them, and level/name the creature that spawns most often there.
# Regenerate with reference/scripts/data/hunting.sh (reads the ACE
# world database, the community's reconstruction of retail's server
# data; the client has no copy of its own).
2D30,127,65,301,1,500,240,Rynthid Minion
2D31,82,111,369,1,500,240,Rynthid Minion
2D5A,121,159,20,100,100,100,Gotrok Fortress Guard
2D5B,121,70,40,100,999,100,Tumerok High Priest
2D6B,164,126,1,100,100,100,Crystal Shard
2D8A,52,131,14,30,60,30,Tumerok Warrior
2DAE,93,149,6,150,150,150,Water Golem
2DAF,119,112,7,150,150,150,Water Golem
2E13,81,65,8,115,115,115,Tumerok Trooper
2E26,119,90,12,115,135,115,Assailer
2E27,74,27,12,115,135,115,Assailer
2E2E,124,52,30,160,711,160,Elemental Protector
2E2F,110,61,3,160,999,160,Formless Shadow
2E30,124,68,30,160,711,160,Elemental Protector
2E6C,19,22,3,100,110,100,Crystalline Essence Array
2E82,38,8,4,15,15,15,Veteran Reedshark
2EAF,25,62,5,150,150,150,Water Golem
2F13,132,87,5,80,80,80,Pandemonium Shadow
2F2E,132,36,2,160,999,160,Formless Shadow
2F2F,130,61,57,30,999,160,Elemental Protector
2F30,132,82,3,160,999,160,Formless Shadow
3010,131,80,3,100,100,100,Direland Rat
302E,140,52,30,160,711,160,Elemental Protector
302F,154,60,3,160,999,160,Formless Shadow
3030,140,68,30,160,711,160,Elemental Protector
3072,122,166,26,100,100,100,Augmented Tumerok
3073,132,95,35,80,100,100,Augmented Tumerok
3111,148,91,6,115,115,115,Brass Gromnie
3173,30,79,21,100,100,100,Augmented Tumerok
322D,37,15,5,30,80,30,Virindi Puppet
326A,158,87,16,110,115,110,Crystalline Wisp
326B,116,62,32,110,115,110,Crystalline Wisp
326C,88,106,40,110,115,110,Crystalline Wisp
3289,166,80,7,80,80,80,Tumerok Taskmaster
3331,96,37,12,115,135,115,Assailer
3332,69,62,12,115,135,115,Assailer
3383,140,49,16,15,60,20,Tumerok Fighter
3389,149,60,6,80,80,80,Tumerok Taskmaster
33DA,108,108,8,200,200,200,Darcusch the Barbarian
3415,156,93,9,100,100,100,Extas Raider
3416,155,17,4,100,100,100,Extas Raider
3428,174,30,3,60,60,60,Obsidian Golem
3431,95,110,12,115,135,115,Assailer
3432,50,52,12,115,135,115,Assailer
344F,180,175,3,160,160,160,Warlock of the Blood
3450,87,117,14,18,160,60,Warrior of the Blood
354F,83,173,4,60,160,160,Warlock of the Blood
3550,99,88,24,60,160,160,Warlock of the Blood
356F,155,62,4,115,115,115,Guruk Smasher
3619,96,118,12,80,100,100,Rampager
361A,20,128,12,80,100,100,Rampager
370B,86,106,16,100,300,100,Coral Golem
3719,56,111,12,80,100,100,Rampager
371A,42,46,12,80,100,100,Rampager
376A,139,56,10,60,100,100,Diamond Golem
3783,16,133,5,15,20,20,Tumerok Fighter
380A,36,180,5,200,235,200,Moguth Moarsman
3859,54,62,12,80,100,100,Rampager
385A,164,118,12,80,100,100,Rampager
386A,170,7,1,100,100,100,Pyreal Golem
3881,91,162,18,15,60,20,Tumerok Fighter
3886,104,18,4,100,100,100,Corrosion Wisp
388C,109,43,1,15,15,15,Sandstone Golem
394A,43,164,12,80,80,80,Tumerok Major
3959,137,136,12,80,100,100,Rampager
395A,158,135,12,80,100,100,Rampager
3986,45,93,2,100,100,100,Coral Golem
3A0A,85,85,14,100,300,100,Coral Golem
3A4D,97,84,6,80,80,80,Tumerok Major
3A6B,156,43,5,20,30,20,Tumerok Fighter
3AA0,132,108,14,60,90,90,Olthoi Noble
3AEA,136,87,14,100,115,100,Ruschk Warlord
3B0B,72,71,5,165,999,165,Spawnling
3B41,154,139,5,100,100,100,Nomad Mu-miyah
3B4D,27,121,11,80,80,80,Tumerok Major
3B4E,114,34,16,80,80,80,Tumerok Gladiator
3B9F,132,155,7,60,90,90,Olthoi Noble
3BA0,100,109,21,60,90,90,Olthoi Noble
3BA1,84,84,28,60,90,90,Olthoi Noble
3BA2,100,76,21,60,90,90,Olthoi Noble
3BE7,27,52,13,100,115,115,Ruschk Sadist
3C0C,59,131,13,100,300,100,Coral Golem
3C0D,50,24,11,200,220,220,Master Archer
3C40,105,59,4,100,115,100,Extas Raider
3C4E,140,114,3,100,100,100,Tumerok High Priest
3C8F,60,127,3,20,60,20,Lich
3CA0,124,109,21,60,90,90,Olthoi Noble
3CA1,108,84,28,60,90,90,Olthoi Noble
3CA2,108,72,28,60,90,90,Olthoi Noble
3CA3,157,35,7,60,90,90,Olthoi Noble
3D0A,116,47,5,165,999,165,Spawnling
3D31,155,61,13,20,60,20,Lich
3DA0,107,157,14,60,90,90,Olthoi Noble
3DA1,108,108,28,60,90,90,Olthoi Noble
3DA2,108,108,28,60,90,90,Olthoi Noble
3DE8,33,127,13,100,115,100,Ruschk Warlord
3E0A,131,87,12,200,220,220,Master Archer
3E0C,97,120,5,165,999,165,Spawnling
3EA0,61,182,7,60,90,90,Olthoi Noble
3EA1,108,108,28,60,90,90,Olthoi Noble
3EA2,108,108,28,60,90,90,Olthoi Noble
3EA3,156,35,7,60,90,90,Olthoi Noble
3EEF,173,188,2,115,160,115,Ruschk Sadist
3EF0,170,11,6,115,160,115,Ruschk Sadist
3F0B,82,84,11,100,300,100,Coral Golem
3FA0,60,180,7,60,90,90,Olthoi Noble
3FA1,60,132,14,60,90,90,Olthoi Noble
3FA2,60,132,14,60,90,90,Olthoi Noble
3FB1,154,96,5,185,185,185,Hea Apostate Shock Trooper
3FE7,84,91,16,80,100,80,Copper Legion Castle Guard
3FF4,108,131,21,160,200,160,Viamontian Lord
400C,106,59,12,200,220,220,Master Archer
408,110,134,15,115,160,135,Raven Augur
4092,177,167,2,15,15,15,Banderling Guard
4093,63,138,39,60,80,80,Mercenary Mage
40E6,103,86,19,115,135,115,Gold Legion Castle Guard
40E7,96,96,19,135,200,135,Royal Thaumaturge
40E8,97,36,12,135,185,135,Platinum Legion Castle Guard
410A,117,116,15,100,300,100,Coral Golem
410B,171,45,5,200,225,200,Moguth Moarsman
410C,53,20,5,165,999,165,Spawnling
4117,10,61,3,20,60,60,Lich Lord
4154,22,124,28,1,100,100,Augmented Tumerok
4192,18,172,8,15,60,15,Drudge Servant
4198,160,116,46,60,80,60,Viamontian Footman
41DD,63,58,7,100,100,100,Blighted Putrid Moarsman
41E7,107,103,16,100,115,100,Silver Legion Castle Guard
4218,86,13,3,20,60,20,Lich
424E,189,148,1,20,20,20,Aste Sclavus
4298,26,167,10,60,80,80,Mercenary
42D8,125,115,1,8,8,8,Undead
42EC,65,154,1,135,135,135,Ruschk Chief Garaktar
4315,130,83,7,15,15,15,Zombie
4317,11,32,6,30,30,30,Freshwater Armoredillo
43F8,60,15,13,160,200,160,Viamontian Lord
444F,36,146,20,100,115,100,Guruk Heavy
4519,160,106,4,100,115,100,Tumerok Champion
451A,172,78,3,100,100,100,Ascendant Tumerok
452E,171,12,22,200,285,200,Pyre Minion
4546,130,83,4,40,50,50,Gold Phyntos Wasp
4547,163,59,4,15,40,40,Copper Golem
4548,99,41,9,15,15,15,Mire Phyntos Wasp
4550,160,84,3,15,20,15,Se Sclavus
4619,88,112,6,100,100,100,Banderling Enforcer
462C,54,170,17,135,135,135,Blight Spirit
462E,139,82,29,135,285,200,Pyre Minion
462F,107,16,1,265,265,265,Pyre Champion
472C,90,87,45,135,300,200,Pyre Minion
4757,71,112,8,30,30,30,Ash Gromnie
47D6,82,153,1,8,8,8,Brown Rat
4823,156,14,1,275,275,275,Selaina the Subtle
482C,16,174,4,135,265,135,Grave Rat
482D,81,98,71,135,300,200,Pyre Minion
482E,65,104,70,135,300,240,Wight Blade Sorcerer
482F,35,79,3,135,135,135,Blight Rat
4830,32,175,7,220,220,220,K'nath Y'nda
4831,144,99,29,220,220,220,K'nath B'orret
485D,113,120,10,20,40,20,Skeleton Warrior
48B5,142,114,1,200,200,200,Virindi Guard
4A2D,145,99,13,135,135,135,Blight Revenant
4AE1,137,32,17,1,305,240,Spectral Archer
4AE2,128,132,39,220,265,240,Spectral Archer
4AE3,64,42,7,240,240,240,Spectral Archer
4AF2,132,107,8,115,115,115,Brass Gromnie
4AF3,95,58,8,115,135,135,Blighted Grimy Moarsman
4AF6,107,50,15,115,620,185,Ruschk Laktar
4BB2,88,59,2,20,20,20,Flare
4BE1,96,54,21,1,265,240,Spectral Archer
4BE2,53,94,11,240,240,240,Spectral Archer
4CE1,93,97,26,1,265,240,Spectral Archer
4CE2,106,181,6,1,265,240,Spectral Archer
4CE3,57,50,17,1,305,240,Spectral Archer
4DF4,59,127,1,160,160,160,Uber Penguin
4EA1,118,5,2,20,20,20,Tumerok Scout
4EA4,89,94,10,8,15,15,Adult Reedshark
4FD7,145,37,10,15,30,20,Male Tusker
4FF1,88,80,22,115,135,135,Viamontian Tribune
501A,122,129,8,80,100,100,Ascendant Tumerok
503,86,36,4,135,135,135,Stalking Margul
5119,136,82,4,20,30,20,Tumerok Fighter
511A,64,89,4,100,100,100,Tumerok Champion
519D,161,27,8,8,30,20,Tumerok Scout
52D9,105,119,8,100,100,100,Enku Zefir
5317,179,64,13,8,100,100,Banderling Enforcer
5318,99,125,3,100,100,100,Diamond Golem
5419,44,124,8,100,100,100,Banderling Thrasher
56D6,172,124,2,60,60,60,Granite Golem
57D6,53,135,4,8,8,8,Brown Armoredillo
57D7,139,184,1,20,20,20,Dark Wisp
58D7,82,6,1,15,15,15,Ghost Wisp
5919,111,109,11,20,60,20,Tumerok Fighter
591A,100,147,13,8,60,20,Tumerok Fighter
599B,63,106,7,80,80,80,Blighted Disgusting Moarsman
59A0,79,34,10,8,15,8,Reedshark Pup
59BB,11,138,5,30,30,30,Freshwater Armoredillo
5BDB,134,180,5,115,115,115,Ruschk Sadist
609A,120,36,10,8,15,8,Undead
63D5,29,100,5,15,15,15,Banderling Guard
64D6,130,131,8,15,20,20,Mountain Rat
64DE,153,83,4,50,80,50,Scrawed Grievver
65DC,91,139,6,50,50,50,Scrawed Grievver
65DD,89,89,7,50,50,50,Scrawed Grievver
65DE,59,125,8,6,50,50,Scrawed Grievver
65DF,121,25,3,50,50,50,Scrawed Grievver
66B3,126,31,2,15,15,15,Mite Sentry
66D4,60,108,9,80,80,80,White Phyntos Wasp
66DC,55,159,1,50,50,50,Scrawed Grievver
66DD,125,110,7,50,50,50,Scrawed Grievver
66DE,115,92,5,50,50,50,Scrawed Grievver
67DD,42,170,3,50,50,50,Scrawed Grievver
67DE,57,42,4,6,50,50,Scrawed Grievver
68B2,7,164,3,8,8,8,Wood Golem
6AD9,34,158,6,100,100,100,Banderling Enforcer
6BE2,155,80,6,2,4,2,Black Bunny
6DC1,20,115,3,8,8,8,Water Wisp
6F12,150,107,6,8,30,20,Tumerok Scout
6F99,120,156,12,80,100,80,Faisi Sclavus
6F9A,151,22,10,80,100,80,Ulu Sclavus
7009,124,116,22,100,115,100,Small Coral Golem
700A,130,86,32,100,115,100,Small Coral Golem
70F,133,83,1,160,160,160,Graal Margul
7109,90,110,81,100,185,100,Small Coral Golem
710A,94,71,58,100,135,100,Small Coral Golem
7208,55,145,12,100,100,100,Small Water Golem
7209,85,117,79,100,185,100,Small Coral Golem
720A,57,49,36,100,185,100,Small Coral Golem
7211,78,106,1,20,20,20,Lich
729B,81,166,6,15,15,15,Banderling Guard
72C9,93,57,14,160,425,200,Tthuun Pillar
72CC,128,69,9,15,15,15,Ice Golem
72D2,105,180,1,8,8,8,Snowman
72E7,72,144,2,8,8,8,Snowman
7309,23,175,3,100,100,100,Small Water Golem
75CE,99,55,16,12,20,12,Snowy Mattie
77D9,9,29,2,8,8,8,Blue Phyntos Wasp
77DA,50,120,9,100,100,100,Banderling Chanter
77E7,51,150,12,220,240,240,Frozen Wight Archer
77E8,122,90,12,240,240,240,Frozen Wight Archer
7963,106,119,5,8,8,8,Shallows Shark
7994,74,162,6,40,80,40,Gotrok Lithos
799A,39,36,2,15,15,15,Black Rat
7A60,97,24,9,16,30,16,Sandy Armoredillo Pup
7A64,47,155,4,8,15,8,Drudge Prowler
7A66,66,100,10,8,8,8,Drudge Skulker
7A87,170,101,7,30,100,30,Tumerok Warrior
7AC3,69,78,3,15,15,15,Ice Golem
7B69,6,11,7,20,30,20,Tumerok Fighter
7BC4,27,37,5,15,20,15,Zombie
7BD0,88,123,10,60,100,100,Banderling Enforcer
7BDB,91,66,17,20,100,20,Flare
7BED,53,49,3,135,135,135,Drudge Bloodletter
7C62,25,90,3,8,8,8,Drudge Sneaker
7C65,158,31,5,8,8,8,Drudge Skulker
7CD1,129,182,3,15,15,15,Banderling Guard
7CD2,107,47,33,8,20,15,Banderling Guard
7D62,180,10,1,15,15,15,Red Rat
7D64,125,68,4,42,999,200,Drudge Pilferer
7D66,113,93,3,8,8,8,Drudge Sneaker
7D90,103,61,6,100,100,100,Viamontian Man-at-Arms
7DEE,84,127,15,100,115,100,Stasis Wisp
7E60,117,175,6,8,8,8,Drudge Skulker
7E6E,138,65,5,8,8,8,Red Phyntos Wasp
7EA3,12,164,6,8,15,8,Young Banderling
7F64,105,20,4,8,15,15,Drudge Servant
7F66,38,12,2,30,30,30,Small Fledgling Mukkir
7F76,81,16,4,15,20,15,Drudge Slave
7FE7,109,101,2,15,15,15,Ghost Wisp
7FF1,181,85,5,5,15,12,Snowy Mattie
8012,161,54,6,16,20,16,Sandy Armoredillo Pup
8013,60,185,4,8,20,8,Skeleton
806,114,128,50,115,161,135,Raven Augur
806B,157,164,3,8,8,8,Skeleton
808,149,123,12,160,220,160,Wretched
8088,37,150,4,30,30,30,Wild Monouga
808E,58,107,6,80,100,80,Viamontian Mercenary
809,155,29,15,160,220,160,Biaka
8094,56,16,6,135,135,135,Viamontian Tribune
8178,63,164,6,15,20,20,Skeleton Warrior
8179,102,98,7,15,20,15,Lesser Mu-miyah
8190,183,155,5,115,115,115,Viamontian Knight
8194,127,177,5,8,8,8,Drudge Prowler
8196,107,89,4,16,20,16,Sandy Armoredillo Pup
81C0,10,188,5,20,20,20,Mountain Rat
825F,54,131,9,8,8,8,Red Phyntos Wasp
8278,20,174,3,20,20,20,Skeleton Warrior
8279,5,90,2,20,20,20,Skeleton Warrior
82E6,15,182,6,8,8,8,Blue Phyntos Wasp
835F,124,117,11,30,40,30,Sand Golem
8372,44,100,5,8,8,8,Drudge Prowler
8394,133,166,3,20,20,20,Rough Monouga
848A,156,131,5,40,60,50,Brutish Monouga
8493,149,138,13,30,80,60,Wily Monouga
8494,78,85,6,50,60,60,Wily Monouga
8495,12,13,4,60,60,60,Ferocious Monouga
8566,101,84,4,8,8,8,Skeleton
8587,126,135,1,50,50,50,Shadow Wisp
8588,87,121,24,110,160,110,Old Zombie
8589,183,43,4,110,160,110,Old Zombie
866C,90,168,4,220,999,220,Gurog Grump
8689,103,160,12,110,160,110,Old Zombie
868A,151,42,4,110,160,110,Old Zombie
868C,179,82,6,50,60,50,Brutish Monouga
86CE,63,78,2,15,15,15,Ice Golem
8764,92,91,156,1,300,1,Desert Cactus
8765,97,79,208,1,300,1,Desert Cactus
8766,99,82,234,1,300,1,Desert Cactus
8787,152,177,5,40,50,40,Skeleton Lord
87C9,59,35,5,15,30,15,Female Tusker
884B,1,26,6,16,20,16,Sandy Armoredillo Pup
8850,132,180,1,80,80,80,Iron Blade Lesser Lord
8851,48,96,10,80,80,80,Gold Gear Lesser Lord
8852,132,57,13,80,85,80,Copper Cog Trooper
885A,35,132,2,8,8,8,Old Bones
8864,107,74,130,1,300,1,Desert Cactus
8866,93,83,182,1,300,1,Desert Cactus
88AF,59,31,8,50,80,80,Banderling Berserker
8959,141,151,2,8,8,8,Drudge Skulker
8964,84,103,156,1,300,1,Desert Cactus
8965,90,125,130,1,300,1,Desert Cactus
8966,87,98,156,1,300,1,Desert Cactus
8973,110,65,5,8,8,8,Skeleton
8A59,148,158,2,8,8,8,Drudge Skulker
8A5C,21,36,1,20,20,20,Skeleton Warrior
8ADA,24,168,6,15,15,15,Ice Golem
8B58,184,173,3,8,8,8,Drudge Skulker
8B8A,75,89,2,16,20,16,Sandy Armoredillo Pup
8BAF,88,149,5,15,30,15,Shadow Child
8BDE,131,177,3,8,8,8,Water Wisp
8BDF,132,23,5,8,60,8,Water Golem
8C12,53,164,2,8,60,8,Static
8C13,86,11,17,8,115,8,Static
8C44,17,31,5,15,15,15,Red Rat
8CB6,179,60,10,20,60,20,Tumerok Scout
8D4E,156,46,13,80,80,80,Burun Ruuk Ruffian
8D6F,61,182,2,8,20,8,Skeleton
8DD0,46,166,5,20,60,20,Flare
8E54,140,17,3,80,80,80,Tumerok Taskmaster
8E5C,85,138,2,8,8,8,Drudge Slinker
8E68,157,72,6,40,40,40,Skeleton Lord
8ED0,167,113,4,80,100,80,Nubilous Golem
8ED1,136,127,11,20,100,80,Nubilous Golem
8ED2,146,75,8,80,100,80,Nubilous Golem
8ED3,182,6,4,80,100,80,Nubilous Golem
8F5C,75,112,5,8,8,8,Drudge Skulker
8F5D,93,50,2,8,8,8,Drudge Sneaker
8F68,76,74,5,20,20,20,Skeleton Captain
8F76,167,14,9,2,8,2,Spiny Armoredillo Pup
8FD0,66,148,8,80,100,80,Nubilous Golem
8FD1,90,112,47,80,100,100,Firestorm
8FD2,93,81,8,80,100,80,Nubilous Golem
905,12,70,1,185,185,185,Penumbral Shadowmage
905D,128,104,4,8,8,8,Drudge Skulker
905E,72,75,2,8,8,8,Drudge Skulker
9079,175,104,2,8,8,8,Drudge Skulker
907E,140,44,3,8,8,8,Drudge Skulker
908,94,115,12,160,220,160,Wretched
909,100,36,6,160,220,160,Wretched
90A9,61,112,16,15,30,15,Mudlurk Mosswart
90AF,39,54,6,8,8,8,Young Banderling
90B,13,60,1,185,185,185,Hastar the Misbegotten
90D0,77,157,8,80,100,80,Nubilous Golem
90D1,57,100,16,80,100,80,Nubilous Golem
90D2,153,15,4,80,100,80,Nubilous Golem
9146,46,17,5,15,20,15,Drudge Slave
9424,164,31,2,15,15,15,Sandstone Golem
942D,127,99,15,30,40,40,Gotrok Lithos
947C,41,45,5,8,8,8,Red Phyntos Wasp
94A6,59,178,12,15,30,15,Banderling Raver
94CB,46,3,3,15,15,15,Limestone Golem
94D6,19,125,7,5,8,5,Ethereal Wisp
9537,156,47,19,20,50,20,Gotrok Laigus
9579,16,15,1,8,8,8,Brown Rat
957B,120,76,6,8,8,8,Drudge Skulker
957C,116,22,3,8,8,8,Drudge Skulker
957D,86,117,3,8,8,8,Drudge Sneaker
95D6,28,85,2,15,15,15,Ghost Wisp
95E9,77,92,36,80,100,100,Apostate Virindi Aggressor
9626,18,69,6,20,40,40,Gotrok Lithos
9627,19,18,2,40,40,40,Gotrok Lithos
967A,156,85,2,8,8,8,Drudge Skulker
967E,152,31,1,8,8,8,Drudge Skulker
9682,83,15,6,8,20,8,Skeleton
96BB,103,162,8,15,30,15,Female Tusker
96C5,24,70,16,15,30,15,Mudlurk Mosswart
