# Every property an identify can carry: what to call it, by kind.
# kind,id,name
bool,9006,UnspecializedSkills
bool,9007,FreeSkillResetRenewed
bool,9008,FreeAttributeResetRenewed
bool,9009,SkillTemplesTimerReset
bool,9010,FreeMasteryResetRenewed
dataid,0,Undef
dataid,1,Setup
dataid,2,MotionTable
dataid,3,SoundTable
dataid,4,CombatTable
dataid,5,QualityFilter
dataid,6,PaletteBase
dataid,7,ClothingBase
dataid,8,Icon
dataid,9,EyesTexture
dataid,10,NoseTexture
dataid,11,MouthTexture
dataid,12,DefaultEyesTexture
dataid,13,DefaultNoseTexture
dataid,14,DefaultMouthTexture
dataid,15,HairPalette
dataid,16,EyesPalette
dataid,17,SkinPalette
dataid,18,HeadObject
dataid,19,ActivationAnimation
dataid,20,InitMotion
dataid,21,ActivationSound
dataid,22,PhysicsEffectTable
dataid,23,UseSound
dataid,24,UseTargetAnimation
dataid,25,UseTargetSuccessAnimation
dataid,26,UseTargetFailureAnimation
dataid,27,UseUserAnimation
dataid,28,Spell
dataid,29,SpellComponent
dataid,30,PhysicsScript
dataid,31,LinkedPortalOne
dataid,32,WieldedTreasureType
dataid,33,InventoryTreasureType
dataid,34,ShopTreasureType
dataid,35,DeathTreasureType
dataid,36,MutateFilter
dataid,37,ItemSkillLimit
dataid,38,UseCreateItem
dataid,39,DeathSpell
dataid,40,VendorsClassId
dataid,41,ItemSpecializedOnly
dataid,42,HouseId
dataid,43,AccountHouseId
dataid,44,RestrictionEffect
dataid,45,CreationMutationFilter
dataid,46,TsysMutationFilter
dataid,47,LastPortal
dataid,48,LinkedPortalTwo
dataid,49,OriginalPortal
dataid,50,IconOverlay
dataid,51,IconOverlaySecondary
dataid,52,IconUnderlay
dataid,53,AugmentationMutationFilter
dataid,54,AugmentationEffect
dataid,55,ProcSpell
dataid,56,AugmentationCreateItem
dataid,57,AlternateCurrency
dataid,58,BlueSurgeSpell
dataid,59,YellowSurgeSpell
dataid,60,RedSurgeSpell
dataid,61,OlthoiDeathTreasureType
dataid,8001,PCAPRecordedWeenieHeader
dataid,8002,PCAPRecordedWeenieHeader2
dataid,8003,PCAPRecordedObjectDesc
dataid,8005,PCAPRecordedPhysicsDesc
dataid,8009,PCAPRecordedParentLocation
dataid,8019,PCAPRecordedDefaultScript
dataid,8020,PCAPRecordedTimestamp0
dataid,8021,PCAPRecordedTimestamp1
dataid,8022,PCAPRecordedTimestamp2
dataid,8023,PCAPRecordedTimestamp3
dataid,8024,PCAPRecordedTimestamp4
dataid,8025,PCAPRecordedTimestamp5
dataid,8026,PCAPRecordedTimestamp6
dataid,8027,PCAPRecordedTimestamp7
dataid,8028,PCAPRecordedTimestamp8
dataid,8029,PCAPRecordedTimestamp9
dataid,8030,PCAPRecordedMaxVelocityEstimated
dataid,8044,PCAPPhysicsDIDDataTemplatedFrom
float,0,Undef
float,1,HeartbeatInterval
float,2,HeartbeatTimestamp
float,3,HealthRate
float,4,StaminaRate
float,5,ManaRate
float,6,HealthUponResurrection
float,7,StaminaUponResurrection
float,8,ManaUponResurrection
float,9,StartTime
float,10,StopTime
float,11,ResetInterval
float,12,Shade
float,13,ArmorModVsSlash
float,14,ArmorModVsPierce
float,15,ArmorModVsBludgeon
float,16,ArmorModVsCold
float,17,ArmorModVsFire
float,18,ArmorModVsAcid
float,19,ArmorModVsElectric
float,20,CombatSpeed
float,21,WeaponLength
float,22,DamageVariance
float,23,CurrentPowerMod
float,24,AccuracyMod
float,25,StrengthMod
float,26,MaximumVelocity
float,27,RotationSpeed
float,28,MotionTimestamp
float,29,WeaponDefense
float,30,WimpyLevel
float,31,VisualAwarenessRange
float,32,AuralAwarenessRange
float,33,PerceptionLevel
float,34,PowerupTime
float,35,MaxChargeDistance
float,36,ChargeSpeed
float,37,BuyPrice
float,38,SellPrice
float,39,DefaultScale
float,40,LockpickMod
float,41,RegenerationInterval
float,42,RegenerationTimestamp
float,43,GeneratorRadius
float,44,TimeToRot
float,45,DeathTimestamp
float,46,PkTimestamp
float,47,VictimTimestamp
float,48,LoginTimestamp
float,49,CreationTimestamp
float,50,MinimumTimeSincePk
float,51,DeprecatedHousekeepingPriority
float,52,AbuseLoggingTimestamp
float,53,LastPortalTeleportTimestamp
float,54,UseRadius
float,55,HomeRadius
float,56,ReleasedTimestamp
float,57,MinHomeRadius
float,58,Facing
float,59,ResetTimestamp
float,60,LogoffTimestamp
float,61,EconRecoveryInterval
float,62,WeaponOffense
float,63,DamageMod
float,64,ResistSlash
float,65,ResistPierce
float,66,ResistBludgeon
float,67,ResistFire
float,68,ResistCold
float,69,ResistAcid
float,70,ResistElectric
float,71,ResistHealthBoost
float,72,ResistStaminaDrain
float,73,ResistStaminaBoost
float,74,ResistManaDrain
float,75,ResistManaBoost
float,76,Translucency
float,77,PhysicsScriptIntensity
float,78,Friction
float,79,Elasticity
float,80,AiUseMagicDelay
float,81,ItemMinSpellcraftMod
float,82,ItemMaxSpellcraftMod
float,83,ItemRankProbability
float,84,Shade2
float,85,Shade3
float,86,Shade4
float,87,ItemEfficiency
float,88,ItemManaUpdateTimestamp
float,89,SpellGestureSpeedMod
float,90,SpellStanceSpeedMod
float,91,AllegianceAppraisalTimestamp
float,92,PowerLevel
float,93,AccuracyLevel
float,94,AttackAngle
float,95,AttackTimestamp
float,96,CheckpointTimestamp
float,97,SoldTimestamp
float,98,UseTimestamp
float,99,UseLockTimestamp
float,100,HealkitMod
float,101,FrozenTimestamp
float,102,HealthRateMod
float,103,AllegianceSwearTimestamp
float,104,ObviousRadarRange
float,105,HotspotCycleTime
float,106,HotspotCycleTimeVariance
float,107,SpamTimestamp
float,108,SpamRate
float,109,BondWieldedTreasure
float,110,BulkMod
float,111,SizeMod
float,112,GagTimestamp
float,113,GeneratorUpdateTimestamp
float,114,DeathSpamTimestamp
float,115,DeathSpamRate
float,116,WildAttackProbability
float,117,FocusedProbability
float,118,CrashAndTurnProbability
float,119,CrashAndTurnRadius
float,120,CrashAndTurnBias
float,121,GeneratorInitialDelay
float,122,AiAcquireHealth
float,123,AiAcquireStamina
float,124,AiAcquireMana
float,125,ResistHealthDrain
float,126,LifestoneProtectionTimestamp
float,127,AiCounteractEnchantment
float,128,AiDispelEnchantment
float,129,TradeTimestamp
float,130,AiTargetedDetectionRadius
float,131,EmotePriority
float,132,LastTeleportStartTimestamp
float,133,EventSpamTimestamp
float,134,EventSpamRate
float,135,InventoryOffset
float,136,CriticalMultiplier
float,137,ManaStoneDestroyChance
float,138,SlayerDamageBonus
float,139,AllegianceInfoSpamTimestamp
float,140,AllegianceInfoSpamRate
float,141,NextSpellcastTimestamp
float,142,AppraisalRequestedTimestamp
float,143,AppraisalHeartbeatDueTimestamp
float,144,ManaConversionMod
float,145,LastPkAttackTimestamp
float,146,FellowshipUpdateTimestamp
float,147,CriticalFrequency
float,148,LimboStartTimestamp
float,149,WeaponMissileDefense
float,150,WeaponMagicDefense
float,151,IgnoreShield
float,152,ElementalDamageMod
float,153,StartMissileAttackTimestamp
float,154,LastRareUsedTimestamp
float,155,IgnoreArmor
float,156,ProcSpellRate
float,157,ResistanceModifier
float,158,AllegianceGagTimestamp
float,159,AbsorbMagicDamage
float,160,CachedMaxAbsorbMagicDamage
float,161,GagDuration
float,162,AllegianceGagDuration
float,163,GlobalXpMod
float,164,HealingModifier
float,165,ArmorModVsNether
float,166,ResistNether
float,167,CooldownDuration
float,168,WeaponAuraOffense
float,169,WeaponAuraDefense
float,170,WeaponAuraElemental
float,171,WeaponAuraManaConv
float,8004,PCAPRecordedWorkmanship
float,8010,PCAPRecordedVelocityX
float,8011,PCAPRecordedVelocityY
float,8012,PCAPRecordedVelocityZ
float,8013,PCAPRecordedAccelerationX
float,8014,PCAPRecordedAccelerationY
float,8015,PCAPRecordedAccelerationZ
float,8016,PCAPRecordeOmegaX
float,8017,PCAPRecordeOmegaY
float,8018,PCAPRecordeOmegaZ
int,0,Undef
int,1,ItemType
int,2,CreatureType
int,3,PaletteTemplate
int,4,ClothingPriority
int,5,EncumbranceVal
int,6,ItemsCapacity
int,7,ContainersCapacity
int,8,Mass
int,9,ValidLocations
int,10,CurrentWieldedLocation
int,11,MaxStackSize
int,12,StackSize
int,13,StackUnitEncumbrance
int,14,StackUnitMass
int,15,StackUnitValue
int,16,ItemUseable
int,17,RareId
int,18,UiEffects
int,19,Value
int,20,CoinValue
int,21,TotalExperience
int,22,AvailableCharacter
int,23,TotalSkillCredits
int,24,AvailableSkillCredits
int,25,Level
int,26,AccountRequirements
int,27,ArmorType
int,28,ArmorLevel
int,29,AllegianceCpPool
int,30,AllegianceRank
int,31,ChannelsAllowed
int,32,ChannelsActive
int,33,Bonded
int,34,MonarchsRank
int,35,AllegianceFollowers
int,36,ResistMagic
int,37,ResistItemAppraisal
int,38,ResistLockpick
int,39,DeprecatedResistRepair
int,40,CombatMode
int,41,CurrentAttackHeight
int,42,CombatCollisions
int,43,NumDeaths
int,44,Damage
int,45,DamageType
int,46,DefaultCombatStyle
int,47,AttackType
int,48,WeaponSkill
int,49,WeaponTime
int,50,AmmoType
int,51,CombatUse
int,52,ParentLocation
int,53,PlacementPosition
int,54,WeaponEncumbrance
int,55,WeaponMass
int,56,ShieldValue
int,57,ShieldEncumbrance
int,58,MissileInventoryLocation
int,59,FullDamageType
int,60,WeaponRange
int,61,AttackersSkill
int,62,DefendersSkill
int,63,AttackersSkillValue
int,64,AttackersClass
int,65,Placement
int,66,CheckpointStatus
int,67,Tolerance
int,68,TargetingTactic
int,69,CombatTactic
int,70,HomesickTargetingTactic
int,71,NumFollowFailures
int,72,FriendType
int,73,FoeType
int,74,MerchandiseItemTypes
int,75,MerchandiseMinValue
int,76,MerchandiseMaxValue
int,77,NumItemsSold
int,78,NumItemsBought
int,79,MoneyIncome
int,80,MoneyOutflow
int,81,MaxGeneratedObjects
int,82,InitGeneratedObjects
int,83,ActivationResponse
int,84,OriginalValue
int,85,NumMoveFailures
int,86,MinLevel
int,87,MaxLevel
int,88,LockpickMod
int,89,BoosterEnum
int,90,BoostValue
int,91,MaxStructure
int,92,Structure
int,93,PhysicsState
int,94,TargetType
int,95,RadarBlipColor
int,96,EncumbranceCapacity
int,97,LoginTimestamp
int,98,CreationTimestamp
int,99,PkLevelModifier
int,100,GeneratorType
int,101,AiAllowedCombatStyle
int,102,LogoffTimestamp
int,103,GeneratorDestructionType
int,104,ActivationCreateClass
int,105,ItemWorkmanship
int,106,ItemSpellcraft
int,107,ItemCurMana
int,108,ItemMaxMana
int,109,ItemDifficulty
int,110,ItemAllegianceRankLimit
int,111,PortalBitmask
int,112,AdvocateLevel
int,113,Gender
int,114,Attuned
int,115,ItemSkillLevelLimit
int,116,GateLogic
int,117,ItemManaCost
int,118,Logoff
int,119,Active
int,120,AttackHeight
int,121,NumAttackFailures
int,122,AiCpThreshold
int,123,AiAdvancementStrategy
int,124,Version
int,125,Age
int,126,VendorHappyMean
int,127,VendorHappyVariance
int,128,CloakStatus
int,129,VitaeCpPool
int,130,NumServicesSold
int,131,MaterialType
int,132,NumAllegianceBreaks
int,133,ShowableOnRadar
int,134,PlayerKillerStatus
int,135,VendorHappyMaxItems
int,136,ScorePageNum
int,137,ScoreConfigNum
int,138,ScoreNumScores
int,139,DeathLevel
int,140,AiOptions
int,141,OpenToEveryone
int,142,GeneratorTimeType
int,143,GeneratorStartTime
int,144,GeneratorEndTime
int,145,GeneratorEndDestructionType
int,146,XpOverride
int,147,NumCrashAndTurns
int,148,ComponentWarningThreshold
int,149,HouseStatus
int,150,HookPlacement
int,151,HookType
int,152,HookItemType
int,153,AiPpThreshold
int,154,GeneratorVersion
int,155,HouseType
int,156,PickupEmoteOffset
int,157,WeenieIteration
int,158,WieldRequirements
int,159,WieldSkillType
int,160,WieldDifficulty
int,161,HouseMaxHooksUsable
int,162,HouseCurrentHooksUsable
int,163,AllegianceMinLevel
int,164,AllegianceMaxLevel
int,165,HouseRelinkHookCount
int,166,SlayerCreatureType
int,167,ConfirmationInProgress
int,168,ConfirmationTypeInProgress
int,169,TsysMutationData
int,170,NumItemsInMaterial
int,171,NumTimesTinkered
int,172,AppraisalLongDescDecoration
int,173,AppraisalLockpickSuccessPercent
int,174,AppraisalPages
int,175,AppraisalMaxPages
int,176,AppraisalItemSkill
int,177,GemCount
int,178,GemType
int,179,ImbuedEffect
int,180,AttackersRawSkillValue
int,181,ChessRank
int,182,ChessTotalGames
int,183,ChessGamesWon
int,184,ChessGamesLost
int,185,TypeOfAlteration
int,186,SkillToBeAltered
int,187,SkillAlterationCount
int,188,HeritageGroup
int,189,TransferFromAttribute
int,190,TransferToAttribute
int,191,AttributeTransferCount
int,192,FakeFishingSkill
int,193,NumKeys
int,194,DeathTimestamp
int,195,PkTimestamp
int,196,VictimTimestamp
int,197,HookGroup
int,198,AllegianceSwearTimestamp
int,199,HousePurchaseTimestamp
int,200,RedirectableEquippedArmorCount
int,201,MeleeDefenseImbuedEffectTypeCache
int,202,MissileDefenseImbuedEffectTypeCache
int,203,MagicDefenseImbuedEffectTypeCache
int,204,ElementalDamageBonus
int,205,ImbueAttempts
int,206,ImbueSuccesses
int,207,CreatureKills
int,208,PlayerKillsPk
int,209,PlayerKillsPkl
int,210,RaresTierOne
int,211,RaresTierTwo
int,212,RaresTierThree
int,213,RaresTierFour
int,214,RaresTierFive
int,215,AugmentationStat
int,216,AugmentationFamilyStat
int,217,AugmentationInnateFamily
int,218,AugmentationInnateStrength
int,219,AugmentationInnateEndurance
int,220,AugmentationInnateCoordination
int,221,AugmentationInnateQuickness
int,222,AugmentationInnateFocus
int,223,AugmentationInnateSelf
int,224,AugmentationSpecializeSalvaging
int,225,AugmentationSpecializeItemTinkering
int,226,AugmentationSpecializeArmorTinkering
int,227,AugmentationSpecializeMagicItemTinkering
int,228,AugmentationSpecializeWeaponTinkering
int,229,AugmentationExtraPackSlot
int,230,AugmentationIncreasedCarryingCapacity
int,231,AugmentationLessDeathItemLoss
int,232,AugmentationSpellsRemainPastDeath
int,233,AugmentationCriticalDefense
int,234,AugmentationBonusXp
int,235,AugmentationBonusSalvage
int,236,AugmentationBonusImbueChance
int,237,AugmentationFasterRegen
int,238,AugmentationIncreasedSpellDuration
int,239,AugmentationResistanceFamily
int,240,AugmentationResistanceSlash
int,241,AugmentationResistancePierce
int,242,AugmentationResistanceBlunt
int,243,AugmentationResistanceAcid
int,244,AugmentationResistanceFire
int,245,AugmentationResistanceFrost
int,246,AugmentationResistanceLightning
int,247,RaresTierOneLogin
int,248,RaresTierTwoLogin
int,249,RaresTierThreeLogin
int,250,RaresTierFourLogin
int,251,RaresTierFiveLogin
int,252,RaresLoginTimestamp
int,253,RaresTierSix
int,254,RaresTierSeven
int,255,RaresTierSixLogin
int,256,RaresTierSevenLogin
int,257,ItemAttributeLimit
int,258,ItemAttributeLevelLimit
int,259,ItemAttribute2ndLimit
int,260,ItemAttribute2ndLevelLimit
int,261,CharacterTitleId
int,262,NumCharacterTitles
int,263,ResistanceModifierType
int,264,FreeTinkersBitfield
int,265,EquipmentSetId
int,266,PetClass
int,267,Lifespan
int,268,RemainingLifespan
int,269,UseCreateQuantity
int,270,WieldRequirements2
int,271,WieldSkillType2
int,272,WieldDifficulty2
int,273,WieldRequirements3
int,274,WieldSkillType3
int,275,WieldDifficulty3
int,276,WieldRequirements4
int,277,WieldSkillType4
int,278,WieldDifficulty4
int,279,Unique
int,280,SharedCooldown
int,281,Faction1Bits
int,282,Faction2Bits
int,283,Faction3Bits
int,284,Hatred1Bits
int,285,Hatred2Bits
int,286,Hatred3Bits
int,287,SocietyRankCelhan
int,288,SocietyRankEldweb
int,289,SocietyRankRadblo
int,290,HearLocalSignals
int,291,HearLocalSignalsRadius
int,292,Cleaving
int,293,AugmentationSpecializeGearcraft
int,294,AugmentationInfusedCreatureMagic
int,295,AugmentationInfusedItemMagic
int,296,AugmentationInfusedLifeMagic
int,297,AugmentationInfusedWarMagic
int,298,AugmentationCriticalExpertise
int,299,AugmentationCriticalPower
int,300,AugmentationSkilledMelee
int,301,AugmentationSkilledMissile
int,302,AugmentationSkilledMagic
int,303,ImbuedEffect2
int,304,ImbuedEffect3
int,305,ImbuedEffect4
int,306,ImbuedEffect5
int,307,DamageRating
int,308,DamageResistRating
int,309,AugmentationDamageBonus
int,310,AugmentationDamageReduction
int,311,ImbueStackingBits
int,312,HealOverTime
int,313,CritRating
int,314,CritDamageRating
int,315,CritResistRating
int,316,CritDamageResistRating
int,317,HealingResistRating
int,318,DamageOverTime
int,319,ItemMaxLevel
int,320,ItemXpStyle
int,321,EquipmentSetExtra
int,322,AetheriaBitfield
int,323,HealingBoostRating
int,324,HeritageSpecificArmor
int,325,AlternateRacialSkills
int,326,AugmentationJackOfAllTrades
int,327,AugmentationResistanceNether
int,328,AugmentationInfusedVoidMagic
int,329,WeaknessRating
int,330,NetherOverTime
int,331,NetherResistRating
int,332,LuminanceAward
int,333,LumAugDamageRating
int,334,LumAugDamageReductionRating
int,335,LumAugCritDamageRating
int,336,LumAugCritReductionRating
int,337,LumAugSurgeEffectRating
int,338,LumAugSurgeChanceRating
int,339,LumAugItemManaUsage
int,340,LumAugItemManaGain
int,341,LumAugVitality
int,342,LumAugHealingRating
int,343,LumAugSkilledCraft
int,344,LumAugSkilledSpec
int,345,LumAugNoDestroyCraft
int,346,RestrictInteraction
int,347,OlthoiLootTimestamp
int,348,OlthoiLootStep
int,349,UseCreatesContractId
int,350,DotResistRating
int,351,LifeResistRating
int,352,CloakWeaveProc
int,353,WeaponType
int,354,MeleeMastery
int,355,RangedMastery
int,356,SneakAttackRating
int,357,RecklessnessRating
int,358,DeceptionRating
int,359,CombatPetRange
int,360,WeaponAuraDamage
int,361,WeaponAuraSpeed
int,362,SummoningMastery
int,363,HeartbeatLifespan
int,364,UseLevelRequirement
int,365,LumAugAllSkills
int,366,UseRequiresSkill
int,367,UseRequiresSkillLevel
int,368,UseRequiresSkillSpec
int,369,UseRequiresLevel
int,370,GearDamage
int,371,GearDamageResist
int,372,GearCrit
int,373,GearCritResist
int,374,GearCritDamage
int,375,GearCritDamageResist
int,376,GearHealingBoost
int,377,GearNetherResist
int,378,GearLifeResist
int,379,GearMaxHealth
int,380,Unknown380
int,381,PKDamageRating
int,382,PKDamageResistRating
int,383,GearPKDamageRating
int,384,GearPKDamageResistRating
int,385,Unknown385
int,386,Overpower
int,387,OverpowerResist
int,388,GearOverpower
int,389,GearOverpowerResist
int,390,Enlightenment
int,8007,PCAPRecordedAutonomousMovement
int,8030,PCAPRecordedMaxVelocityEstimated
int,8041,PCAPRecordedPlacement
int,8042,PCAPRecordedAppraisalPages
int,8043,PCAPRecordedAppraisalMaxPages
int,9008,CurrentLoyaltyAtLastLogoff
int,9009,CurrentLeadershipAtLastLogoff
int,9010,AllegianceOfficerRank
int,9011,HouseRentTimestamp
int,9012,Hairstyle
int,9013,VisualClothingPriority
int,9014,SquelchGlobal
int,9015,InventoryOrder
int64,0,Undef
int64,1,TotalExperience
int64,2,AvailableExperience
int64,3,AugmentationCost
int64,4,ItemTotalXp
int64,5,ItemBaseXp
int64,6,AvailableLuminance
int64,7,MaximumLuminance
int64,8,InteractionReqs
int64,9000,AllegianceXPCached
int64,9001,AllegianceXPGenerated
int64,9002,AllegianceXPReceived
int64,9003,VerifyXp
string,0,Undef
string,1,Name
string,2,Title
string,3,Sex
string,4,HeritageGroup
string,5,Template
string,6,AttackersName
string,7,Inscription
string,8,ScribeName
string,9,VendorsName
string,10,Fellowship
string,11,MonarchsName
string,12,LockCode
string,13,KeyCode
string,14,Use
string,15,ShortDesc
string,16,LongDesc
string,17,ActivationTalk
string,18,UseMessage
string,19,ItemHeritageGroupRestriction
string,20,PluralName
string,21,MonarchsTitle
string,22,ActivationFailure
string,23,ScribeAccount
string,24,TownName
string,25,CraftsmanName
string,26,UsePkServerError
string,27,ScoreCachedText
string,28,ScoreDefaultEntryFormat
string,29,ScoreFirstEntryFormat
string,30,ScoreLastEntryFormat
string,31,ScoreOnlyEntryFormat
string,32,ScoreNoEntry
string,33,Quest
string,34,GeneratorEvent
string,35,PatronsTitle
string,36,HouseOwnerName
string,37,QuestRestriction
string,38,AppraisalPortalDestination
string,39,TinkerName
string,40,ImbuerName
string,41,HouseOwnerAccount
string,42,DisplayName
string,43,DateOfBirth
string,44,ThirdPartyApi
string,45,KillQuest
string,46,Afk
string,47,AllegianceName
string,48,AugmentationAddQuest
string,49,KillQuest2
string,50,KillQuest3
string,51,UseSendsSignal
string,52,GearPlatingName
string,8006,PCAPRecordedCurrentMotionState
string,8031,PCAPRecordedServerName
string,8032,PCAPRecordedCharacterName
string,9001,AllegianceMotd
string,9002,AllegianceMotdSetBy
string,9003,AllegianceSpeakerTitle
string,9004,AllegianceSeneschalTitle
string,9005,AllegianceCastellanTitle
string,9006,GodState
string,9007,TinkerLog
